YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-04,WEEKDAY,0,TRAIN,CC28,7,105
2025-04,WEEKDAY,19,TRAIN,BP7,1018,2693
2025-04,WEEKDAY,9,TRAIN,SW7,4129,1175
2025-04,WEEKDAY,9,TRAIN,TE12,5927,11768
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CG1/DT35,9174,3165
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS28,879,338
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE1,2062,1017
2025-04,WEEKDAY,13,TRAIN,NS10,30308,25765
2025-04,WEEKDAY,14,TRAIN,TE22,2567,4627
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE29,1832,2314
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1827,1906
2025-04,WEEKDAY,20,TRAIN,EW6,5881,19358
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT17,2001,879
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW14/NS26,266,163
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT18,777,2921
2025-04,WEEKDAY,20,TRAIN,PW7,2594,5271
2025-04,WEEKDAY,16,TRAIN,TE24,4490,4067
2025-04,WEEKDAY,20,TRAIN,BP10,1578,5613
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW29,2350,8172
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,SW4,2317,960
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS16,20258,25253
2025-04,WEEKDAY,20,TRAIN,CC3,13455,3132
2025-04,WEEKDAY,11,TRAIN,CC11,9904,12522
2025-04,WEEKDAY,16,TRAIN,PW1,2734,3106
2025-04,WEEKDAY,14,TRAIN,TE13,3966,5664
2025-04,WEEKDAY,23,TRAIN,NS17/CC15,4582,11766
2025-04,WEEKDAY,14,TRAIN,NE8,25700,27823
2025-04,WEEKDAY,10,TRAIN,BP10,3346,2132
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW30,523,1070
2025-04,WEEKDAY,5,TRAIN,TE3,4272,575
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NS7,10866,10442
2025-04,WEEKDAY,12,TRAIN,DT10,3749,2463
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC11,2895,8541
2025-04,WEEKDAY,11,TRAIN,DT23,3433,3128
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS27/CE2/TE20,403,1029
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,15264,33688
2025-04,WEEKDAY,16,TRAIN,EW23,56275,52861
2025-04,WEEKDAY,15,TRAIN,TE22,2592,4813
2025-04,WEEKDAY,21,TRAIN,CE1/DT16,71715,18823
2025-04,WEEKDAY,13,TRAIN,EW19,14675,13175
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP2,1882,854
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS7,18305,15077
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW19,424,79
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE11,931,1204
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,TE7,590,1882
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS5,15469,6123
2025-04,WEEKDAY,15,TRAIN,NS21/DT11,51282,55901
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,PW4,3079,3056
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE3,5075,3070
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP7,4,15
2025-04,WEEKDAY,10,TRAIN,CC21,7009,10566
2025-04,WEEKDAY,15,TRAIN,TE11,6817,4093
2025-04,WEEKDAY,12,TRAIN,NS3,17933,13397
2025-04,WEEKDAY,6,TRAIN,EW10,22116,4489
2025-04,WEEKDAY,18,TRAIN,EW19,39349,53064
2025-04,WEEKDAY,0,TRAIN,SE3,36,659
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS13,14470,4214
2025-04,WEEKDAY,21,TRAIN,TE14/NS22,111517,20542
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC11,6199,4298
2025-04,WEEKDAY,16,TRAIN,CC19/DT9,8393,7329
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,SE2,475,2832
2025-04,WEEKDAY,14,TRAIN,DT3,6418,6172
2025-04,WEEKDAY,10,TRAIN,NE4/DT19,29949,69017
2025-04,WEEKDAY,11,TRAIN,DT13,9839,14999
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW12/DT14,37080,25480
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SE5,560,137
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2394,463
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC2,3445,3197
2025-04,WEEKDAY,16,TRAIN,NS12,15241,21338
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE23,1610,1165
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NE7/DT12,6637,12173
2025-04,WEEKDAY,15,TRAIN,EW25,8966,8575
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW7,5577,9543
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,1895,5328
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE23,1482,849
2025-04,WEEKDAY,13,TRAIN,DT29,6109,4942
2025-04,WEEKDAY,23,TRAIN,EW23,8918,14722
2025-04,WEEKDAY,7,TRAIN,NS24/NE6/CC1,10728,32412
2025-04,WEEKDAY,18,TRAIN,CC4/DT15,93253,35188
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW11,10385,9868
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,13224,9044
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC16,1299,2591
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE15,7030,13469
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,PE3,3097,3345
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW23,1068,442
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW21/CC22,2038,2218
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,2559,8143
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE26,9220,7655
2025-04,WEEKDAY,16,TRAIN,DT28,9247,8764
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT29,431,15
2025-04,WEEKDAY,14,TRAIN,EW10,6979,8679
2025-04,WEEKDAY,5,TRAIN,DT5,1792,231
2025-04,WEEKDAY,19,TRAIN,BP11,2508,10608
2025-04,WEEKDAY,22,TRAIN,NE7/DT12,18427,10839
2025-04,WEEKDAY,8,TRAIN,EW6,38805,19143
2025-04,WEEKDAY,18,TRAIN,CC11,116507,26198
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW33,894,1865
2025-04,WEEKDAY,20,TRAIN,SE3,1055,6322
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW6,2206,1144
2025-04,WEEKDAY,6,TRAIN,BP11,13956,1199
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,TE14/NS22,28270,5788
2025-04,WEEKDAY,20,TRAIN,DT18,25286,6519
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1408,724
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,PW3,51,334
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NE10,4166,3041
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW12/DT14,42049,33418
2025-04,WEEKDAY,20,TRAIN,EW22,10078,7757
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW5,108,1298
2025-04,WEEKDAY,0,TRAIN,DT29,56,808
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,SW5,2293,3234
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP11,230,1268
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,PE5,2817,2495
2025-04,WEEKDAY,15,TRAIN,CC6,7103,8970
2025-04,WEEKDAY,6,TRAIN,EW8/CC9,26436,17554
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,46962,21453
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT33,9392,2695
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT10,1882,1343
2025-04,WEEKDAY,9,TRAIN,EW31,1478,4555
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE9,6850,10388
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW9,11028,10917
2025-04,WEEKDAY,8,TRAIN,CC8,24576,9521
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,799,28
2025-04,WEEKDAY,10,TRAIN,CE1/DT16,9639,36969
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE8,26359,18034
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS16,20260,12983
2025-04,WEEKDAY,15,TRAIN,BP9,1565,2755
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS4/BP1,10721,5292
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,BP4,959,705
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE25,1838,954
2025-04,WEEKDAY,7,TRAIN,EW30,3555,33838
2025-04,WEEKDAY,9,TRAIN,NE17/PTC,57080,21882
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC19/DT9,2476,1706
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NE12/CC13,15348,8467
2025-04,WEEKDAY,13,TRAIN,CC14,9924,7893
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC4/DT15,11536,1395
2025-04,WEEKDAY,18,TRAIN,EW21/CC22,126922,53054
2025-04,WEEKDAY,18,TRAIN,DT22,14451,27689
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NE1/CC29,42114,25885
2025-04,WEEKDAY,16,TRAIN,CC23,27843,5750
2025-04,WEEKDAY,13,TRAIN,EW32,1957,2214
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,SW3,854,246
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT13,8438,6271
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT31,4308,3229
2025-04,WEEKDAY,17,TRAIN,NE15,21337,45215
2025-04,WEEKDAY,7,TRAIN,TE13,2372,8436
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,PW5,1550,1780
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS19,18542,15796
2025-04,WEEKDAY,0,TRAIN,EW1,1,4553
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW4,8393,4482
2025-04,WEEKDAY,6,TRAIN,EW24/NS1,36501,76388
2025-04,WEEKDAY,15,TRAIN,TE7,6821,6354
2025-04,WEEKDAY,15,TRAIN,SW7,2121,2966
2025-04,WEEKDAY,11,TRAIN,BP7,972,829
2025-04,WEEKDAY,23,TRAIN,DT31,1198,5407
2025-04,WEEKDAY,22,TRAIN,SE1,879,5089
2025-04,WEEKDAY,21,TRAIN,BP10,1156,4381
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,PE7,2632,739
2025-04,WEEKDAY,18,TRAIN,BP7,1552,3604
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE12,2579,2323
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,PW6,197,535
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW22,714,2325
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS11,22226,9647
2025-04,WEEKDAY,15,TRAIN,NS15,30491,12638
2025-04,WEEKDAY,5,TRAIN,EW2/DT32,14636,2159
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT22,3601,3028
2025-04,WEEKDAY,7,TRAIN,NE16/STC,134105,38294
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW25,1785,5027
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SW8,97,512
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1613,411
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT29,3161,3889
2025-04,WEEKDAY,21,TRAIN,NE11,12864,13307
2025-04,WEEKDAY,19,TRAIN,PW1,3029,2654
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,26539,30464
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,PW4,424,10
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC24,263,3888
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1096,627
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW19,9181,5332
2025-04,WEEKDAY,21,TRAIN,TE3,8365,13023
2025-04,WEEKDAY,21,TRAIN,BP13,454,1329
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SE3,807,62
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NE12/CC13,9677,3383
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CG2,6260,9662
2025-04,WEEKDAY,13,TRAIN,NS28,3126,1444
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC6,6445,7950
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC2,494,3037
2025-04,WEEKDAY,16,TRAIN,BP2,2628,3765
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS19,18120,17564
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW15,3809,1466
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,BP2,1282,1211
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE11,5996,5263
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,3463,2167
2025-04,WEEKDAY,16,TRAIN,BP11,3088,4332
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW22,2394,2212
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW22,92,55
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE16,4489,2738
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT34,1923,1103
2025-04,WEEKDAY,19,TRAIN,TE22,4168,8829
2025-04,WEEKDAY,5,TRAIN,NS16,17477,2693
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,PW5,708,3180
2025-04,WEEKDAY,12,TRAIN,CC28,3528,2941
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS24/NE6/CC1,1077,2258
2025-04,WEEKDAY,0,TRAIN,NE7/DT12,236,654
2025-04,WEEKDAY,20,TRAIN,NS20,47750,17696
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT30,328,2386
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS28,309,2118
2025-04,WEEKDAY,8,TRAIN,EW16/NE3/TE17,36818,137783
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS13,19258,9085
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW12/DT14,36455,13135
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT21,15,1
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW6,1062,668
2025-04,WEEKDAY,16,TRAIN,EW8/CC9,57085,44554
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC8,1771,2497
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT33,6206,6013
2025-04,WEEKDAY,16,TRAIN,CG1/DT35,26008,7561
2025-04,WEEKDAY,13,TRAIN,EW27,33608,38105
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT2,731,720
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW32,2400,792
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP8,362,498
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2765,1490
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,24701,20217
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW8/CC9,39038,31201
2025-04,WEEKDAY,0,TRAIN,EW20,96,515
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT18,3107,2764
2025-04,WEEKDAY,20,TRAIN,CG1/DT35,26258,4962
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC21,5345,6146
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1063,1772
2025-04,WEEKDAY,12,TRAIN,DT34,5525,4409
2025-04,WEEKDAY,10,TRAIN,DT3,7510,2541
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE6,4306,6315
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3963,2757
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,PW4,2705,1807
2025-04,WEEKDAY,18,TRAIN,BP10,3893,10965
2025-04,WEEKDAY,23,TRAIN,NS14,7324,20804
2025-04,WEEKDAY,14,TRAIN,NE10,16100,15292
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW23,21227,22950
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT20,3309,3307
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC25,3503,2787
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW3,1289,723
2025-04,WEEKDAY,8,TRAIN,NS10,119964,48424
2025-04,WEEKDAY,23,TRAIN,NS11,4632,25841
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE8,6275,4661
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NE11,7943,7555
2025-04,WEEKDAY,12,TRAIN,DT31,6683,7251
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW15,9131,4512
2025-04,WEEKDAY,5,TRAIN,CC27,220,124
2025-04,WEEKDAY,10,TRAIN,EW14/NS26,19829,88900
2025-04,WEEKDAY,20,TRAIN,TE22,9181,4099
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW1,14492,12736
2025-04,WEEKDAY,20,TRAIN,NE16/STC,34893,71105
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SW1,140,244
2025-04,WEEKDAY,15,TRAIN,TE5,2595,4637
2025-04,WEEKDAY,7,TRAIN,SW4,14894,1994
2025-04,WEEKDAY,14,TRAIN,TE7,5790,6394
2025-04,WEEKDAY,8,TRAIN,PE2,16407,2316
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1082,1045
2025-04,WEEKDAY,5,TRAIN,NS14,16225,2952
2025-04,WEEKDAY,14,TRAIN,EW31,1965,874
2025-04,WEEKDAY,7,TRAIN,EW20,28450,31844
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP2,1250,1124
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PW4,2680,2872
2025-04,WEEKDAY,17,TRAIN,PW6,2356,3278
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC26,383,2392
2025-04,WEEKDAY,11,TRAIN,TE13,4832,4012
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT24,2350,1731
2025-04,WEEKDAY,19,TRAIN,EW15,107450,32414
2025-04,WEEKDAY,15,TRAIN,DT10,7765,3497
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,BP5,1098,979
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE3,2689,5051
2025-04,WEEKDAY,10,TRAIN,CC14,5931,3528
2025-04,WEEKDAY,23,TRAIN,EW20,1658,5478
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS12,6178,10623
2025-04,WEEKDAY,9,TRAIN,NS15,20680,35644
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW30,843,347
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW21/CC22,11092,9533
2025-04,WEEKDAY,7,TRAIN,NS12,81174,22467
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE4,2831,1852
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW16/NE3/TE17,9528,7800
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NE12/CC13,13296,21523
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW14/NS26,10430,11733
2025-04,WEEKDAY,20,TRAIN,TE28,1883,5867
2025-04,WEEKDAY,11,TRAIN,NE12/CC13,45190,42108
2025-04,WEEKDAY,15,TRAIN,CC11,16909,9154
2025-04,WEEKDAY,18,TRAIN,NS14,51888,113199
2025-04,WEEKDAY,10,TRAIN,DT31,8491,4186
2025-04,WEEKDAY,19,TRAIN,CC21,14582,22217
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW21/CC22,10182,8880
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW33,105,862
2025-04,WEEKDAY,11,TRAIN,PW2,70,53
2025-04,WEEKDAY,12,TRAIN,NS28,2543,1664
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS20,10974,19863
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT31,375,12
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,8700,9558
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1057,1022
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE25,1521,1780
2025-04,WEEKDAY,23,TRAIN,NE1/CC29,19989,4020
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE4,812,1079
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC16,264,43
2025-04,WEEKDAY,20,TRAIN,NS9/TE2,46914,87887
2025-04,WEEKDAY,5,TRAIN,DT24,1823,3
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW28,14875,7182
2025-04,WEEKDAY,9,TRAIN,NS24/NE6/CC1,14249,47627
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW21/CC22,9769,7198
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,8290,4259
2025-04,WEEKDAY,20,TRAIN,TE12,3167,2609
2025-04,WEEKDAY,5,TRAIN,EW3,5006,414
2025-04,WEEKDAY,16,TRAIN,PE2,6778,7265
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3671,1872
2025-04,WEEKDAY,15,TRAIN,PW4,3974,5521
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,PW5,2249,643
2025-04,WEEKDAY,18,TRAIN,EW8/CC9,135644,124394
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE23,505,759
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT27,2342,4527
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE8,81,37
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP8,703,803
2025-04,WEEKDAY,19,TRAIN,TE29,2223,10334
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE3,6399,4919
2025-04,WEEKDAY,19,TRAIN,NS10,36333,100196
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW7,1387,441
2025-04,WEEKDAY,13,TRAIN,TE24,2538,2655
2025-04,WEEKDAY,23,TRAIN,DT2,118,1187
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,14171,7397
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2365,2584
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP5,1115,942
2025-04,WEEKDAY,23,TRAIN,EW4,1380,9217
2025-04,WEEKDAY,18,TRAIN,BP9,2469,6187
2025-04,WEEKDAY,13,TRAIN,DT28,6810,7623
2025-04,WEEKDAY,5,TRAIN,EW16/NE3/TE17,1666,262
2025-04,WEEKDAY,19,TRAIN,TE13,6224,4309
2025-04,WEEKDAY,19,TRAIN,EW14/NS26,173689,28837
2025-04,WEEKDAY,22,TRAIN,CC21,11158,5036
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP5,6,15
2025-04,WEEKDAY,10,TRAIN,DT5,12269,9567
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NE18,5240,4887
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,17438,10452
2025-04,WEEKDAY,19,TRAIN,TE24,3245,6584
2025-04,WEEKDAY,18,TRAIN,NE15,25676,85225
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC14,1015,2395
2025-04,WEEKDAY,12,TRAIN,NE12/CC13,47533,51115
2025-04,WEEKDAY,22,TRAIN,EW19,5310,15227
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,31878,26389
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE29,765,1982
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE1,2090,2358
2025-04,WEEKDAY,12,TRAIN,CC7,7447,5084
2025-04,WEEKDAY,10,TRAIN,EW22,5925,12162
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE15,836,43
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP13,3,13
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,23464,16495
2025-04,WEEKDAY,19,TRAIN,DT30,5714,25245
2025-04,WEEKDAY,11,TRAIN,CC4/DT15,13306,26818
2025-04,WEEKDAY,0,TRAIN,EW15,160,227
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT25,2374,2125
2025-04,WEEKDAY,23,TRAIN,EW22,826,2350
2025-04,WEEKDAY,18,TRAIN,CE1/DT16,57202,50776
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC5,3412,2577
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,19321,22171
2025-04,WEEKDAY,14,TRAIN,NS12,12121,16445
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,PW4,2824,2764
2025-04,WEEKDAY,12,TRAIN,TE12,7573,4789
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,PW6,1113,319
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT33,4604,9907
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2158,1195
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT25,1924,2302
2025-04,WEEKDAY,9,TRAIN,DT18,5311,90243
2025-04,WEEKDAY,16,TRAIN,DT7,8471,5608
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP7,589,364
2025-04,WEEKDAY,17,TRAIN,EW4,36669,20109
2025-04,WEEKDAY,23,TRAIN,PW4,532,2044
2025-04,WEEKDAY,5,TRAIN,PE1,1601,196
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE22,275,841
2025-04,WEEKDAY,21,TRAIN,BP6/DT1,25162,49001
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP4,5,12
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW32,1795,1004
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1870,1194
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3709,2755
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NS20,17036,13488
2025-04,WEEKDAY,15,TRAIN,EW22,26545,8433
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC10/DT26,8461,5636
2025-04,WEEKDAY,23,TRAIN,PW3,82,622
2025-04,WEEKDAY,17,TRAIN,EW3,28156,31635
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW2/DT32,13421,9587
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE18,117,113
2025-04,WEEKDAY,9,TRAIN,DT34,7828,8693
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE9,13405,9000
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE28,945,460
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC28,2,42
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,25269,43430
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT3,3153,2945
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW9,6138,10009
