YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-04,WEEKDAY,5,TRAIN,DT10,90,75
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2657,4061
2025-04,WEEKDAY,6,TRAIN,NE9,27417,18642
2025-04,WEEKDAY,10,TRAIN,NS28,978,3245
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE23,33,91
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS12,8406,3608
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE18,5614,3209
2025-04,WEEKDAY,8,TRAIN,EW19,58056,28829
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NS16,18266,26551
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW24/NS1,44941,43768
2025-04,WEEKDAY,22,TRAIN,SW5,3029,6177
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,PW6,6,81
2025-04,WEEKDAY,8,TRAIN,PE6,15442,6862
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW18,9917,7299
2025-04,WEEKDAY,14,TRAIN,SE2,4124,5815
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW2/DT32,30043,35119
2025-04,WEEKDAY,9,TRAIN,SE3,4992,1135
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS14,13517,11896
2025-04,WEEKDAY,15,TRAIN,EW18,15805,16173
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,DT31,4422,1908
2025-04,WEEKDAY,22,TRAIN,DT20,7033,3975
2025-04,WEEKDAY,17,TRAIN,PE1,4071,6216
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE25,568,996
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC20,3492,2296
2025-04,WEEKDAY,20,TRAIN,NE17/PTC,35665,62590
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE16,3332,3383
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP9,313,848
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT25,651,1971
2025-04,WEEKDAY,10,TRAIN,CC20,4903,3238
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,PW2,28,42
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS16,397,3590
2025-04,WEEKDAY,22,TRAIN,EW6,2975,12680
2025-04,WEEKDAY,19,TRAIN,CC28,3676,9307
2025-04,WEEKDAY,16,TRAIN,DT17,25543,6887
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS7,12005,9589
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE28,1519,2181
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE19,1355,1031
2025-04,WEEKDAY,7,TRAIN,EW21/CC22,27024,69396
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE4,2270,2277
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW2/DT32,11966,18723
2025-04,WEEKDAY,22,TRAIN,NS16,18776,50685
2025-04,WEEKDAY,0,TRAIN,PW1,13,13
2025-04,WEEKDAY,13,TRAIN,SW1,3338,4653
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT7,292,490
2025-04,WEEKDAY,9,TRAIN,CC16,10834,13038
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT34,649,1955
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE6,4974,1535
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE15,5681,5457
2025-04,WEEKDAY,21,TRAIN,DT6,4005,5282
2025-04,WEEKDAY,8,TRAIN,PW6,5630,1068
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW10,5931,6048
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NE12/CC13,32785,34933
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,CC7,2879,3425
2025-04,WEEKDAY,10,TRAIN,EW33,2980,2139
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE22,5118,6335
2025-04,WEEKDAY,10,TRAIN,NS15,14385,15737
2025-04,WEEKDAY,8,TRAIN,NS9/TE2,129889,72552
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC24,4954,3053
2025-04,WEEKDAY,17,TRAIN,TE13,10534,4858
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CC27,907,1419
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW8/CC9,30432,31411
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NE17/PTC,10899,5396
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC2,4491,2563
2025-04,WEEKDAY,14,TRAIN,NS4/BP1,30662,34619
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,BP10,1748,968
2025-04,WEEKDAY,12,TRAIN,CC4/DT15,20511,30581
2025-04,WEEKDAY,9,TRAIN,NS13,70697,32226
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1553,1664
2025-04,WEEKDAY,13,TRAIN,TE28,4738,4876
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,PW3,839,37
2025-04,WEEKDAY,12,TRAIN,TE16,7231,5209
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC14,714,565
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW4,8507,7545
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW10,6693,7023
2025-04,WEEKDAY,16,TRAIN,SE4,2993,4512
2025-04,WEEKDAY,10,TRAIN,NS8,21461,9720
2025-04,WEEKDAY,17,TRAIN,CC23,76409,7662
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE8,16323,22444
2025-04,WEEKDAY,10,TRAIN,EW21/CC22,13788,25337
2025-04,WEEKDAY,11,TRAIN,NE17/PTC,34729,26997
2025-04,WEEKDAY,14,TRAIN,CC3,7293,6690
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NS16,21892,17534
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SW4,566,118
2025-04,WEEKDAY,0,TRAIN,CC19/DT9,75,261
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE5,2165,2057
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC12,3446,2666
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,BP7,257,54
2025-04,WEEKDAY,0,TRAIN,EW28,27,3936
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW6,6760,4008
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,TE26,8390,7437
2025-04,WEEKDAY,8,TRAIN,CC7,15779,15146
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PE2,2548,3258
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT22,2715,1527
2025-04,WEEKDAY,13,TRAIN,BP13,1386,1417
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC10/DT26,8809,7883
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE15,13208,7285
2025-04,WEEKDAY,9,TRAIN,CC2,2204,16053
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC14,2960,3502
2025-04,WEEKDAY,7,TRAIN,PE3,19560,6988
2025-04,WEEKDAY,15,TRAIN,BP4,9698,2403
2025-04,WEEKDAY,19,TRAIN,DT20,10121,12861
2025-04,WEEKDAY,14,TRAIN,DT23,2935,3322
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE9,12843,8602
2025-04,WEEKDAY,15,TRAIN,EW23,48909,46666
2025-04,WEEKDAY,22,TRAIN,DT27,3710,6961
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2970,2887
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP10,1342,1539
2025-04,WEEKDAY,14,TRAIN,DT7,3840,5201
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,TE12,175,1122
2025-04,WEEKDAY,9,TRAIN,NE1/CC29,19995,106133
2025-04,WEEKDAY,10,TRAIN,SW8,2314,901
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC12,2958,3037
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4413,3013
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW19,8827,7431
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW19,7346,4567
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,11948,8242
2025-04,WEEKDAY,6,TRAIN,EW6,13457,4723
2025-04,WEEKDAY,22,TRAIN,EW30,1694,715
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2452,775
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SW5,1589,350
2025-04,WEEKDAY,16,TRAIN,SW1,5922,3227
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE28,1257,2024
2025-04,WEEKDAY,13,TRAIN,TE8,10535,9518
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT5,11250,7330
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW26,15618,10841
2025-04,WEEKDAY,18,TRAIN,NS3,25229,67178
2025-04,WEEKDAY,17,TRAIN,DT7,11047,7843
2025-04,WEEKDAY,13,TRAIN,BP2,3045,2050
2025-04,WEEKDAY,8,TRAIN,BP8,3063,3845
2025-04,WEEKDAY,8,TRAIN,CE1/DT16,10337,40844
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,SW7,1391,1171
2025-04,WEEKDAY,22,TRAIN,BP8,1124,1252
2025-04,WEEKDAY,17,TRAIN,NS21/DT11,103797,96166
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC20,2615,2336
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NE15,10543,13044
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS13,23636,12991
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SE2,3354,1325
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SE1,205,1182
2025-04,WEEKDAY,6,TRAIN,BP4,4964,892
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW31,361,123
2025-04,WEEKDAY,18,TRAIN,NE8,48093,77140
2025-04,WEEKDAY,5,TRAIN,TE22,14,0
2025-04,WEEKDAY,5,TRAIN,NS5,16431,2326
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NE10,8482,8340
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE29,9,176
2025-04,WEEKDAY,12,TRAIN,DT8,4866,3148
2025-04,WEEKDAY,20,TRAIN,PE3,3026,9744
2025-04,WEEKDAY,6,TRAIN,CC21,5108,3441
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW20,2929,5276
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP3,677,2174
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,BP9,641,416
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT18,2997,3661
2025-04,WEEKDAY,18,TRAIN,BP4,4533,6187
2025-04,WEEKDAY,14,TRAIN,PW1,1525,2587
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE24,1170,1437
2025-04,WEEKDAY,20,TRAIN,NE7/DT12,36183,29257
2025-04,WEEKDAY,11,TRAIN,TE6,10134,4333
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW32,2474,1856
2025-04,WEEKDAY,20,TRAIN,NS17/CC15,18692,27958
2025-04,WEEKDAY,13,TRAIN,PE4,1440,1960
2025-04,WEEKDAY,9,TRAIN,CC19/DT9,8061,10053
2025-04,WEEKDAY,19,TRAIN,NE9,38005,40332
2025-04,WEEKDAY,23,TRAIN,PW1,172,43
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE18,3543,5328
2025-04,WEEKDAY,15,TRAIN,NS16,35047,42898
2025-04,WEEKDAY,18,TRAIN,EW18,56029,49973
2025-04,WEEKDAY,7,TRAIN,NS8,83842,30603
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW4,35,1310
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS11,22018,10313
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE28,2144,1483
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT20,2616,3125
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT23,1783,1605
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1068,590
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,BP8,754,893
2025-04,WEEKDAY,14,TRAIN,EW29,8596,4583
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW8/CC9,29324,28216
2025-04,WEEKDAY,10,TRAIN,PW7,2489,1770
2025-04,WEEKDAY,14,TRAIN,CE1/DT16,26764,39154
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC24,1911,5490
2025-04,WEEKDAY,23,TRAIN,BP4,54,242
2025-04,WEEKDAY,21,TRAIN,NS2,17866,36680
2025-04,WEEKDAY,13,TRAIN,EW10,8331,10774
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NS16,20819,19712
2025-04,WEEKDAY,20,TRAIN,DT2,1347,3030
2025-04,WEEKDAY,11,TRAIN,CC19/DT9,5973,7013
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE1,2039,2118
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC10/DT26,4082,1316
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE15,2195,2729
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC28,169,891
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,SE5,24,178
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NE18,0,260
2025-04,WEEKDAY,8,TRAIN,EW8/CC9,53938,104926
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT8,734,1422
2025-04,WEEKDAY,19,TRAIN,CC5,9147,6760
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC21,5624,2821
2025-04,WEEKDAY,8,TRAIN,NS4/BP1,85163,36239
2025-04,WEEKDAY,17,TRAIN,NS2,45553,62776
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW14/NS26,6352,1088
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,SE1,1593,595
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,SE4,2339,1337
2025-04,WEEKDAY,22,TRAIN,CG1/DT35,9855,2178
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW21/CC22,112,379
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,SE5,906,1550
2025-04,WEEKDAY,11,TRAIN,EW27,31573,30717
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE15,5196,5974
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,TE13,1234,875
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT31,3241,1865
2025-04,WEEKDAY,21,TRAIN,CC7,4768,8247
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE16/STC,22871,14376
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE19,521,1801
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE9,422,0
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SW4,1886,1817
2025-04,WEEKDAY,20,TRAIN,BP4,2330,2983
2025-04,WEEKDAY,12,TRAIN,SE2,4934,3949
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS2,12922,9044
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC11,2817,2772
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW9,10947,18007
2025-04,WEEKDAY,7,TRAIN,BP6/DT1,155856,76141
2025-04,WEEKDAY,5,TRAIN,PW6,695,9
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,SW1,37,47
2025-04,WEEKDAY,9,TRAIN,NS5,38859,14767
2025-04,WEEKDAY,5,TRAIN,TE5,836,52
2025-04,WEEKDAY,14,TRAIN,TE3,11371,8306
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,SE3,591,1974
2025-04,WEEKDAY,14,TRAIN,CC14,8147,7985
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC28,2210,1356
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CG2,8646,14098
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE9,10003,10916
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW29,4502,3705
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW30,1185,1297
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE16,4145,4075
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS4/BP1,16853,19526
2025-04,WEEKDAY,16,TRAIN,CC5,5395,3908
2025-04,WEEKDAY,14,TRAIN,DT4,1539,2058
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW22,2191,2814
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW5,16764,20565
2025-04,WEEKDAY,12,TRAIN,CC24,28515,28847
2025-04,WEEKDAY,7,TRAIN,SW8,5376,4906
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW27,2573,10855
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1585,2822
2025-04,WEEKDAY,13,TRAIN,BP11,3346,2893
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS8,9107,4679
2025-04,WEEKDAY,9,TRAIN,TE19,2471,80416
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW7,8596,5576
2025-04,WEEKDAY,10,TRAIN,NE1/CC29,16784,74732
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1090,8903
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE10,9751,6504
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,25803,25628
2025-04,WEEKDAY,6,TRAIN,PE4,3349,481
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC4/DT15,14359,3943
2025-04,WEEKDAY,0,TRAIN,NS24/NE6/CC1,450,317
2025-04,WEEKDAY,12,TRAIN,NS2,22280,20145
2025-04,WEEKDAY,5,TRAIN,PW5,2096,132
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,PW5,2239,958
2025-04,WEEKDAY,19,TRAIN,DT8,9905,7085
2025-04,WEEKDAY,6,TRAIN,SW3,5109,1242
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS13,22689,19759
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC7,2912,3748
2025-04,WEEKDAY,22,TRAIN,NS17/CC15,10540,23748
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CG2,7414,11999
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE29,1744,624
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC19/DT9,35,114
2025-04,WEEKDAY,22,TRAIN,PE3,1136,5262
2025-04,WEEKDAY,21,TRAIN,NS12,10515,24778
2025-04,WEEKDAY,16,TRAIN,DT13,13480,10599
2025-04,WEEKDAY,19,TRAIN,EW21/CC22,57706,34467
2025-04,WEEKDAY,6,TRAIN,DT20,1402,4460
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NE15,41,828
2025-04,WEEKDAY,9,TRAIN,TE11,6635,3056
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SW8,434,198
2025-04,WEEKDAY,6,TRAIN,SW4,7886,811
2025-04,WEEKDAY,13,TRAIN,NS14,25824,21560
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS10,22335,11188
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE4,2713,2604
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS16,16127,23994
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,8112,4713
2025-04,WEEKDAY,13,TRAIN,CG2,24392,24022
2025-04,WEEKDAY,18,TRAIN,CC16,26131,18387
2025-04,WEEKDAY,10,TRAIN,NE17/PTC,36825,23262
2025-04,WEEKDAY,20,TRAIN,PW6,938,2556
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,BP7,500,668
2025-04,WEEKDAY,16,TRAIN,EW25,9386,12041
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT13,3268,6191
2025-04,WEEKDAY,7,TRAIN,EW16/NE3/TE17,26962,112208
2025-04,WEEKDAY,9,TRAIN,BP6/DT1,64509,30568
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SW3,45,447
2025-04,WEEKDAY,8,TRAIN,NS15,36279,98775
2025-04,WEEKDAY,21,TRAIN,TE7,3602,6074
2025-04,WEEKDAY,6,TRAIN,NS20,6486,36363
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE27,2438,2883
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC19/DT9,45,70
2025-04,WEEKDAY,9,TRAIN,TE15,10971,15289
2025-04,WEEKDAY,14,TRAIN,PW2,87,98
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,986,160
2025-04,WEEKDAY,23,TRAIN,DT25,626,2845
2025-04,WEEKDAY,0,TRAIN,TE7,56,495
2025-04,WEEKDAY,22,TRAIN,EW9,11289,24320
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC4/DT15,2645,8419
2025-04,WEEKDAY,20,TRAIN,SW2,4324,5801
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE25,1170,1733
2025-04,WEEKDAY,16,TRAIN,EW17,23985,30368
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NE5,7112,7898
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NE4/DT19,34598,31126
2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW9,10317,9202
2025-04,WEEKDAY,5,TRAIN,EW29,1525,8306
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,BP12,1687,966
2025-04,WEEKDAY,8,TRAIN,DT21,9140,22893
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SW1,1237,1453
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NS25/EW13,25077,42148
2025-04,WEEKDAY,0,TRAIN,NS23,431,229
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,PW7,929,1975
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,TE19,253,458
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,NS25/EW13,28939,41371
2025-04,WEEKDAY,6,TRAIN,PW7,4744,3671
2025-04,WEEKDAY,21,TRAIN,EW30,3151,1201
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,EW31,2380,783
2025-04,WEEKDAY,11,TRAIN,EW14/NS26,57183,53666
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC25,1258,2306
2025-04,WEEKDAY,17,TRAIN,EW28,59844,47258
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC11,6837,5078
2025-04,WEEKDAY,13,TRAIN,BP4,3025,4692
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE16/STC,14123,23699
2025-04,WEEKDAY,17,TRAIN,EW11,39142,25016
2025-04,WEEKDAY,6,TRAIN,NS9/TE2,91004,43201
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,TE16,4000,3601
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NE4/DT19,16956,7821
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE12,2639,1999
2025-04,WEEKDAY,8,TRAIN,NE5,4702,52151
2025-04,WEEKDAY,16,TRAIN,DT29,4856,8475
2025-04,WEEKDAY,23,TRAIN,PW2,14,6
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW26,12286,4772
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE25,1693,1369
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS17/CC15,562,258
2025-04,WEEKDAY,22,TRAIN,NE13,8305,21165
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,BP5,679,885
2025-04,WEEKDAY,19,TRAIN,NS17/CC15,32484,46770
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,PE1,209,43
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW1,9613,5650
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,PW7,1816,1780
2025-04,WEEKDAY,16,TRAIN,NS11,29614,47022
2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE1,818,2095
2025-04,WEEKDAY,9,TRAIN,EW33,4570,4236
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,PE4,1120,1004
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW25,5793,4375
2025-04,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1855,1443
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE25,1766,829
2025-04,WEEKENDS/HOLIDAY,5,TRAIN,SW5,862,48
2025-04,WEEKDAY,7,TRAIN,EW14/NS26,5548,96167
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC10/DT26,7044,7231
2025-04,WEEKDAY,14,TRAIN,TE11,7322,3570
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,24305,24078
2025-04,WEEKDAY,12,TRAIN,EW17,22670,25068
2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE12,1308,2567
2025-04,WEEKDAY,21,TRAIN,CC11,17660,7740
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE18,3058,3463
2025-04,WEEKDAY,5,TRAIN,NS10,24290,2953
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE13,16,37
2025-04,WEEKDAY,7,TRAIN,TE6,43868,18025
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS25/EW13,36497,9731
2025-04,WEEKDAY,10,TRAIN,EW2/DT32,45957,33951
2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS10,15595,14629
2025-04,WEEKDAY,18,TRAIN,EW20,42684,31041
2025-04,WEEKDAY,15,TRAIN,EW10,7244,9800
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT24,674,2691
2025-04,WEEKDAY,8,TRAIN,PE7,10711,2679
2025-04,WEEKDAY,7,TRAIN,DT10,9205,18908
2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW28,3459,12830
2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE5,2397,2518
2025-04,WEEKENDS/HOLIDAY,13,TRAIN,CC11,8313,6075
2025-04,WEEKDAY,17,TRAIN,EW32,31936,3781
2025-04,WEEKDAY,5,TRAIN,CC25,1045,236
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4266,1285
2025-04,WEEKDAY,12,TRAIN,BP13,1317,1048
2025-04,WEEKDAY,22,TRAIN,NS11,12817,49056
2025-04,WEEKDAY,6,TRAIN,EW25,26752,5612
2025-04,WEEKDAY,16,TRAIN,DT31,10407,9997
2025-04,WEEKDAY,15,TRAIN,EW1,22953,29109
2025-04,WEEKENDS/HOLIDAY,7,TRAIN,CC6,482,6627
2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE14,18920,8142
2025-04,WEEKDAY,20,TRAIN,PE5,1979,9883
2025-04,WEEKDAY,8,TRAIN,DT13,11097,21863
2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW8,1312,748
2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC4/DT15,13925,13487
2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE1,1265,2519
2025-04,WEEKENDS/HOLIDAY,16,TRAIN,CC12,3116,2601
2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW24/NS1,47327,45943
2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW26,39,2113
2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS19,13943,18847
2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,6366,3090
2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT24,324,1739
