,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
1452,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,3463,2167
1453,2025-04,WEEKDAY,16,TRAIN,BP11,3088,4332
1454,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW22,2394,2212
1455,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW22,92,55
1456,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE16,4489,2738
1457,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT34,1923,1103
1458,2025-04,WEEKDAY,19,TRAIN,TE22,4168,8829
1459,2025-04,WEEKDAY,5,TRAIN,NS16,17477,2693
1460,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,PW5,708,3180
1461,2025-04,WEEKDAY,12,TRAIN,CC28,3528,2941
1462,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS24/NE6/CC1,1077,2258
1463,2025-04,WEEKDAY,0,TRAIN,NE7/DT12,236,654
1464,2025-04,WEEKDAY,20,TRAIN,NS20,47750,17696
1465,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT30,328,2386
1466,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NS28,309,2118
1467,2025-04,WEEKDAY,8,TRAIN,EW16/NE3/TE17,36818,137783
1468,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS13,19258,9085
1469,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,EW12/DT14,36455,13135
1470,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT21,15,1
1471,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW6,1062,668
1472,2025-04,WEEKDAY,16,TRAIN,EW8/CC9,57085,44554
1473,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC8,1771,2497
1474,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT33,6206,6013
1475,2025-04,WEEKDAY,16,TRAIN,CG1/DT35,26008,7561
1476,2025-04,WEEKDAY,13,TRAIN,EW27,33608,38105
1477,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT2,731,720
1478,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW32,2400,792
1479,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP8,362,498
1480,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2765,1490
1481,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,24701,20217
1482,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,EW8/CC9,39038,31201
1483,2025-04,WEEKDAY,0,TRAIN,EW20,96,515
1484,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT18,3107,2764
1485,2025-04,WEEKDAY,20,TRAIN,CG1/DT35,26258,4962
1486,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC21,5345,6146
1487,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1063,1772
1488,2025-04,WEEKDAY,12,TRAIN,DT34,5525,4409
1489,2025-04,WEEKDAY,10,TRAIN,DT3,7510,2541
1490,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE6,4306,6315
1491,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3963,2757
1492,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,PW4,2705,1807
1493,2025-04,WEEKDAY,18,TRAIN,BP10,3893,10965
1494,2025-04,WEEKDAY,23,TRAIN,NS14,7324,20804
1495,2025-04,WEEKDAY,14,TRAIN,NE10,16100,15292
1496,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW23,21227,22950
1497,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT20,3309,3307
1498,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC25,3503,2787
1499,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,SW3,1289,723
1500,2025-04,WEEKDAY,8,TRAIN,NS10,119964,48424
1501,2025-04,WEEKDAY,23,TRAIN,NS11,4632,25841
1502,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,TE8,6275,4661
1503,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NE11,7943,7555
1504,2025-04,WEEKDAY,12,TRAIN,DT31,6683,7251
1505,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW15,9131,4512
1506,2025-04,WEEKDAY,5,TRAIN,CC27,220,124
1507,2025-04,WEEKDAY,10,TRAIN,EW14/NS26,19829,88900
1508,2025-04,WEEKDAY,20,TRAIN,TE22,9181,4099
1509,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW1,14492,12736
1510,2025-04,WEEKDAY,20,TRAIN,NE16/STC,34893,71105
1511,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SW1,140,244
1512,2025-04,WEEKDAY,15,TRAIN,TE5,2595,4637
1513,2025-04,WEEKDAY,7,TRAIN,SW4,14894,1994
1514,2025-04,WEEKDAY,14,TRAIN,TE7,5790,6394
1515,2025-04,WEEKDAY,8,TRAIN,PE2,16407,2316
1516,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1082,1045
1517,2025-04,WEEKDAY,5,TRAIN,NS14,16225,2952
1518,2025-04,WEEKDAY,14,TRAIN,EW31,1965,874
1519,2025-04,WEEKDAY,7,TRAIN,EW20,28450,31844
1520,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP2,1250,1124
1521,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PW4,2680,2872
1522,2025-04,WEEKDAY,17,TRAIN,PW6,2356,3278
1523,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC26,383,2392
1524,2025-04,WEEKDAY,11,TRAIN,TE13,4832,4012
1525,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT24,2350,1731
1526,2025-04,WEEKDAY,19,TRAIN,EW15,107450,32414
1527,2025-04,WEEKDAY,15,TRAIN,DT10,7765,3497
1528,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,BP5,1098,979
1529,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE3,2689,5051
1530,2025-04,WEEKDAY,10,TRAIN,CC14,5931,3528
1531,2025-04,WEEKDAY,23,TRAIN,EW20,1658,5478
1532,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS12,6178,10623
1533,2025-04,WEEKDAY,9,TRAIN,NS15,20680,35644
1534,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW30,843,347
1535,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW21/CC22,11092,9533
1536,2025-04,WEEKDAY,7,TRAIN,NS12,81174,22467
1537,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE4,2831,1852
1538,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW16/NE3/TE17,9528,7800
1539,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NE12/CC13,13296,21523
1540,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW14/NS26,10430,11733
1541,2025-04,WEEKDAY,20,TRAIN,TE28,1883,5867
1542,2025-04,WEEKDAY,11,TRAIN,NE12/CC13,45190,42108
1543,2025-04,WEEKDAY,15,TRAIN,CC11,16909,9154
1544,2025-04,WEEKDAY,18,TRAIN,NS14,51888,113199
1545,2025-04,WEEKDAY,10,TRAIN,DT31,8491,4186
1546,2025-04,WEEKDAY,19,TRAIN,CC21,14582,22217
1547,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW21/CC22,10182,8880
1548,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW33,105,862
1549,2025-04,WEEKDAY,11,TRAIN,PW2,70,53
1550,2025-04,WEEKDAY,12,TRAIN,NS28,2543,1664
1551,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS20,10974,19863
1552,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT31,375,12
1553,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,8700,9558
1554,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,SW8,1057,1022
1555,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE25,1521,1780
1556,2025-04,WEEKDAY,23,TRAIN,NE1/CC29,19989,4020
1557,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE4,812,1079
1558,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC16,264,43
1559,2025-04,WEEKDAY,20,TRAIN,NS9/TE2,46914,87887
1560,2025-04,WEEKDAY,5,TRAIN,DT24,1823,3
1561,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW28,14875,7182
1562,2025-04,WEEKDAY,9,TRAIN,NS24/NE6/CC1,14249,47627
1563,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW21/CC22,9769,7198
1564,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,8290,4259
1565,2025-04,WEEKDAY,20,TRAIN,TE12,3167,2609
1566,2025-04,WEEKDAY,5,TRAIN,EW3,5006,414
1567,2025-04,WEEKDAY,16,TRAIN,PE2,6778,7265
1568,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3671,1872
1569,2025-04,WEEKDAY,15,TRAIN,PW4,3974,5521
1570,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,PW5,2249,643
1571,2025-04,WEEKDAY,18,TRAIN,EW8/CC9,135644,124394
1572,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE23,505,759
1573,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,DT27,2342,4527
1574,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE8,81,37
1575,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP8,703,803
1576,2025-04,WEEKDAY,19,TRAIN,TE29,2223,10334
1577,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE3,6399,4919
1578,2025-04,WEEKDAY,19,TRAIN,NS10,36333,100196
1579,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW7,1387,441
1580,2025-04,WEEKDAY,13,TRAIN,TE24,2538,2655
1581,2025-04,WEEKDAY,23,TRAIN,DT2,118,1187
1582,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,14171,7397
1583,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2365,2584
1584,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,BP5,1115,942
1585,2025-04,WEEKDAY,23,TRAIN,EW4,1380,9217
1586,2025-04,WEEKDAY,18,TRAIN,BP9,2469,6187
1587,2025-04,WEEKDAY,13,TRAIN,DT28,6810,7623
1588,2025-04,WEEKDAY,5,TRAIN,EW16/NE3/TE17,1666,262
1589,2025-04,WEEKDAY,19,TRAIN,TE13,6224,4309
1590,2025-04,WEEKDAY,19,TRAIN,EW14/NS26,173689,28837
1591,2025-04,WEEKDAY,22,TRAIN,CC21,11158,5036
1592,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP5,6,15
1593,2025-04,WEEKDAY,10,TRAIN,DT5,12269,9567
1594,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NE18,5240,4887
1595,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,17438,10452
1596,2025-04,WEEKDAY,19,TRAIN,TE24,3245,6584
1597,2025-04,WEEKDAY,18,TRAIN,NE15,25676,85225
1598,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC14,1015,2395
1599,2025-04,WEEKDAY,12,TRAIN,NE12/CC13,47533,51115
1600,2025-04,WEEKDAY,22,TRAIN,EW19,5310,15227
1601,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,31878,26389
1602,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE29,765,1982
1603,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE1,2090,2358
1604,2025-04,WEEKDAY,12,TRAIN,CC7,7447,5084
1605,2025-04,WEEKDAY,10,TRAIN,EW22,5925,12162
1606,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE15,836,43
1607,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP13,3,13
1608,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,23464,16495
1609,2025-04,WEEKDAY,19,TRAIN,DT30,5714,25245
1610,2025-04,WEEKDAY,11,TRAIN,CC4/DT15,13306,26818
1611,2025-04,WEEKDAY,0,TRAIN,EW15,160,227
1612,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT25,2374,2125
1613,2025-04,WEEKDAY,23,TRAIN,EW22,826,2350
1614,2025-04,WEEKDAY,18,TRAIN,CE1/DT16,57202,50776
1615,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC5,3412,2577
1616,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,19321,22171
1617,2025-04,WEEKDAY,14,TRAIN,NS12,12121,16445
1618,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,PW4,2824,2764
1619,2025-04,WEEKDAY,12,TRAIN,TE12,7573,4789
1620,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,PW6,1113,319
1621,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT33,4604,9907
1622,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2158,1195
1623,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT25,1924,2302
1624,2025-04,WEEKDAY,9,TRAIN,DT18,5311,90243
1625,2025-04,WEEKDAY,16,TRAIN,DT7,8471,5608
1626,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,BP7,589,364
1627,2025-04,WEEKDAY,17,TRAIN,EW4,36669,20109
1628,2025-04,WEEKDAY,23,TRAIN,PW4,532,2044
1629,2025-04,WEEKDAY,5,TRAIN,PE1,1601,196
1630,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE22,275,841
1631,2025-04,WEEKDAY,21,TRAIN,BP6/DT1,25162,49001
1632,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP4,5,12
1633,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW32,1795,1004
1634,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1870,1194
1635,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3709,2755
1636,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NS20,17036,13488
1637,2025-04,WEEKDAY,15,TRAIN,EW22,26545,8433
1638,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC10/DT26,8461,5636
1639,2025-04,WEEKDAY,23,TRAIN,PW3,82,622
1640,2025-04,WEEKDAY,17,TRAIN,EW3,28156,31635
1641,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW2/DT32,13421,9587
1642,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE18,117,113
1643,2025-04,WEEKDAY,9,TRAIN,DT34,7828,8693
1644,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE9,13405,9000
1645,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE28,945,460
1646,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC28,2,42
1647,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,25269,43430
1648,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT3,3153,2945
1649,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW9,6138,10009
1650,2025-04,WEEKDAY,23,TRAIN,TE6,1172,8312
1651,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE6,6839,2451
1652,2025-04,WEEKDAY,15,TRAIN,NS23,35712,34627
1653,2025-04,WEEKDAY,9,TRAIN,TE8,11974,10622
1654,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE27,100,2
1655,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC25,2998,2045
1656,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT2,909,841
1657,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE16,3511,3274
1658,2025-04,WEEKDAY,14,TRAIN,EW4,13467,10999
1659,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE13,12895,11445
1660,2025-04,WEEKDAY,11,TRAIN,CC23,11183,14474
1661,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE19,1990,1649
1662,2025-04,WEEKDAY,10,TRAIN,DT22,8728,9119
1663,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,NS17/CC15,12238,10770
1664,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW12/DT14,39742,38773
1665,2025-04,WEEKDAY,5,TRAIN,CE1/DT16,1066,0
1666,2025-04,WEEKDAY,12,TRAIN,BP6/DT1,32841,28183
1667,2025-04,WEEKDAY,19,TRAIN,NS28,1970,839
1668,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,TE12,1013,3054
1669,2025-04,WEEKDAY,15,TRAIN,NE16/STC,40010,51019
1670,2025-04,WEEKDAY,12,TRAIN,DT33,15187,7653
1671,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,DT5,11233,7691
1672,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,9419,5902
1673,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE1/CC29,7831,31096
1674,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC7,3046,2030
1675,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE15,1087,2375
1676,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT17,28,1
1677,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,13921,25529
1678,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE6,4358,4941
1679,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,DT34,576,390
1680,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS20,14885,6447
1681,2025-04,WEEKDAY,19,TRAIN,BP2,2121,8379
1682,2025-04,WEEKDAY,11,TRAIN,SE2,5284,2967
1683,2025-04,WEEKDAY,0,TRAIN,NS20,235,408
1684,2025-04,WEEKDAY,13,TRAIN,CC16,7705,7224
1685,2025-04,WEEKDAY,20,TRAIN,NE1/CC29,88384,25388
1686,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE6,75,617
1687,2025-04,WEEKDAY,21,TRAIN,EW11,14202,18540
1688,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC26,1480,1543
1689,2025-04,WEEKDAY,10,TRAIN,BP11,3531,1437
1690,2025-04,WEEKDAY,18,TRAIN,EW11,47724,41283
1691,2025-04,WEEKDAY,17,TRAIN,NS11,56921,73644
1692,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE5,2926,1092
1693,2025-04,WEEKDAY,8,TRAIN,DT29,32924,9024
1694,2025-04,WEEKDAY,19,TRAIN,EW11,25909,31912
1695,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,CC21,1380,2073
1696,2025-04,WEEKDAY,12,TRAIN,BP12,3396,1686
1697,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,DT27,4047,3725
1698,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PE7,1783,2356
1699,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4420,2776
1700,2025-04,WEEKDAY,15,TRAIN,EW9,19512,16910
1701,2025-04,WEEKDAY,18,TRAIN,TE12,11838,6054
1702,2025-04,WEEKDAY,9,TRAIN,BP13,2224,787
1703,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE15,5343,5849
1704,2025-04,WEEKDAY,17,TRAIN,BP3,4780,7762
1705,2025-04,WEEKDAY,9,TRAIN,EW27,46260,37821
1706,2025-04,WEEKDAY,15,TRAIN,EW24/NS1,61063,55549
1707,2025-04,WEEKDAY,0,TRAIN,CC27,5,9
1708,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS11,17987,8750
1709,2025-04,WEEKDAY,17,TRAIN,EW30,28810,2109
1710,2025-04,WEEKDAY,6,TRAIN,NS17/CC15,45060,24872
1711,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW28,15535,7758
1712,2025-04,WEEKDAY,16,TRAIN,NE14,25890,35230
1713,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,12834,9550
1714,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,SW1,1569,1025
1715,2025-04,WEEKDAY,22,TRAIN,BP7,214,999
1716,2025-04,WEEKDAY,10,TRAIN,DT7,3213,2871
1717,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,TE8,2934,2543
1718,2025-04,WEEKDAY,16,TRAIN,NS8,19124,18627
1719,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS13,22689,24771
1720,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,CC14,3626,3088
1721,2025-04,WEEKDAY,14,TRAIN,EW5,27262,26858
1722,2025-04,WEEKDAY,11,TRAIN,NS7,21587,16268
1723,2025-04,WEEKDAY,17,TRAIN,NS12,26251,35177
1724,2025-04,WEEKDAY,21,TRAIN,CC2,7476,2371
1725,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW4,9341,3872
1726,2025-04,WEEKDAY,21,TRAIN,CC10/DT26,9280,17832
1727,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,TE6,3342,648
1728,2025-04,WEEKDAY,15,TRAIN,NS4/BP1,32808,38631
1729,2025-04,WEEKDAY,16,TRAIN,EW21/CC22,43199,21664
1730,2025-04,WEEKDAY,13,TRAIN,NS4/BP1,30204,31971
1731,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NE14,14422,15518
1732,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1510,1811
1733,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC6,19,5
1734,2025-04,WEEKDAY,20,TRAIN,NS5,15878,48795
1735,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,BP12,954,1213
1736,2025-04,WEEKDAY,9,TRAIN,SW5,9905,4524
1737,2025-04,WEEKDAY,22,TRAIN,SW7,474,2835
1738,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NE17/PTC,2585,7950
1739,2025-04,WEEKDAY,12,TRAIN,CC19/DT9,6844,6752
1740,2025-04,WEEKDAY,10,TRAIN,BP2,2898,989
1741,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,EW9,12702,4998
1742,2025-04,WEEKDAY,13,TRAIN,NS21/DT11,50860,66140
1743,2025-04,WEEKDAY,22,TRAIN,SE4,685,3400
1744,2025-04,WEEKDAY,13,TRAIN,NE11,15285,13803
1745,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,BP2,3,33
1746,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,PW6,242,21
1747,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,EW15,1287,3052
1748,2025-04,WEEKDAY,7,TRAIN,CC16,18094,37903
1749,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,PW2,4,0
1750,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE5,1763,2903
1751,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,BP4,709,737
1752,2025-04,WEEKDAY,0,TRAIN,DT28,42,1023
1753,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NS18,8562,3664
1754,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NE8,8091,10277
1755,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW5,15233,8527
1756,2025-04,WEEKDAY,22,TRAIN,NS8,7284,16293
1757,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NE18,5058,3210
1758,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS20,17410,11109
1759,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE19,35,52
1760,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT18,3637,1448
1761,2025-04,WEEKDAY,8,TRAIN,NS18,44099,23255
1762,2025-04,WEEKDAY,9,TRAIN,CC27,1227,47716
1763,2025-04,WEEKDAY,0,TRAIN,TE16,72,330
1764,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,NS16,10852,22761
1765,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT2,133,432
1766,2025-04,WEEKDAY,14,TRAIN,PW4,4113,5648
1767,2025-04,WEEKDAY,20,TRAIN,CC20,3450,6612
1768,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2303,2993
1769,2025-04,WEEKDAY,19,TRAIN,DT2,3619,5221
1770,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT33,5967,6529
1771,2025-04,WEEKDAY,14,TRAIN,EW23,41006,42156
1772,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CC6,5409,8165
1773,2025-04,WEEKDAY,10,TRAIN,CC7,5184,3494
1774,2025-04,WEEKDAY,14,TRAIN,PW5,2155,2571
1775,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CE1/DT16,3767,16788
1776,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT2,1441,1267
1777,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,BP11,1899,1477
1778,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW23,26049,27593
1779,2025-04,WEEKDAY,7,TRAIN,TE18,2606,9157
1780,2025-04,WEEKDAY,17,TRAIN,PW4,5648,9190
1781,2025-04,WEEKDAY,14,TRAIN,CC27,3686,4608
1782,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW15,3779,11378
1783,2025-04,WEEKDAY,17,TRAIN,BP7,1949,2269
1784,2025-04,WEEKDAY,20,TRAIN,EW32,9502,4086
1785,2025-04,WEEKDAY,13,TRAIN,NE7/DT12,31209,41015
1786,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC5,913,1303
1787,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PE3,2946,3693
1788,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,SE4,349,1319
1789,2025-04,WEEKDAY,11,TRAIN,CC3,4639,10650
1790,2025-04,WEEKDAY,13,TRAIN,SW3,5060,2802
1791,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC7,2702,2336
1792,2025-04,WEEKDAY,21,TRAIN,NS23,63004,14283
1793,2025-04,WEEKDAY,12,TRAIN,NE7/DT12,41475,35947
1794,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,SW2,2168,2134
1795,2025-04,WEEKDAY,19,TRAIN,DT33,15800,51868
1796,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT27,3353,3547
1797,2025-04,WEEKDAY,14,TRAIN,DT6,11945,7793
1798,2025-04,WEEKDAY,10,TRAIN,EW12/DT14,27116,65505
1799,2025-04,WEEKDAY,16,TRAIN,BP3,3225,4975
1800,2025-04,WEEKDAY,11,TRAIN,DT4,2263,828
1801,2025-04,WEEKDAY,18,TRAIN,PE1,4386,9569
1802,2025-04,WEEKDAY,11,TRAIN,NS10,34638,17343
1803,2025-04,WEEKDAY,16,TRAIN,NE11,23632,17754
1804,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,BP2,924,169
1805,2025-04,WEEKDAY,14,TRAIN,NS7,15563,13733
1806,2025-04,WEEKDAY,15,TRAIN,NE17/PTC,38360,50037
1807,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC16,954,675
1808,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE8,26322,26933
1809,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,SE3,1132,1450
1810,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW28,3115,270
1811,2025-04,WEEKDAY,9,TRAIN,EW16/NE3/TE17,29268,75294
1812,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW21/CC22,11026,11046
