,YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
4202,2025-04,WEEKDAY,21,TRAIN,PW7,2642,4064
4203,2025-04,WEEKDAY,18,TRAIN,DT27,41155,22227
4204,2025-04,WEEKDAY,7,TRAIN,NS18,37074,19078
4205,2025-04,WEEKDAY,10,TRAIN,TE18,5879,16543
4206,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NS4/BP1,14187,8760
4207,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW31,1350,411
4208,2025-04,WEEKDAY,20,TRAIN,EW25,6978,19604
4209,2025-04,WEEKDAY,7,TRAIN,NE13,49093,29465
4210,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT21,3642,3211
4211,2025-04,WEEKDAY,15,TRAIN,NS7,15357,16604
4212,2025-04,WEEKDAY,17,TRAIN,CC2,16336,5435
4213,2025-04,WEEKDAY,19,TRAIN,DT24,7133,11157
4214,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,PW2,52,61
4215,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE8,8576,14315
4216,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,28077,26872
4217,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW33,3382,2751
4218,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC23,6,66
4219,2025-04,WEEKDAY,8,TRAIN,TE3,35352,18560
4220,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,SE1,535,2456
4221,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,PE7,812,97
4222,2025-04,WEEKDAY,17,TRAIN,DT8,13919,7078
4223,2025-04,WEEKDAY,5,TRAIN,SW1,303,152
4224,2025-04,WEEKDAY,22,TRAIN,NE9,7959,19501
4225,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,SW3,873,1023
4226,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT4,1324,789
4227,2025-04,WEEKDAY,6,TRAIN,TE3,20503,11193
4228,2025-04,WEEKDAY,10,TRAIN,BP8,1373,1355
4229,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE28,2053,2270
4230,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,CC6,1598,6344
4231,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NE15,2577,10501
4232,2025-04,WEEKDAY,16,TRAIN,CC11,25277,9832
4233,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,BP8,944,925
4234,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,CC3,4308,6812
4235,2025-04,WEEKDAY,16,TRAIN,PE7,4189,6060
4236,2025-04,WEEKDAY,5,TRAIN,EW19,3597,435
4237,2025-04,WEEKDAY,21,TRAIN,NS13,39972,65401
4238,2025-04,WEEKDAY,6,TRAIN,NE17/PTC,62285,18285
4239,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC5,1072,1941
4240,2025-04,WEEKDAY,13,TRAIN,NS15,18724,14842
4241,2025-04,WEEKDAY,7,TRAIN,TE16,12073,8143
4242,2025-04,WEEKDAY,7,TRAIN,NE15,83466,12816
4243,2025-04,WEEKDAY,19,TRAIN,NS11,34200,113868
4244,2025-04,WEEKDAY,16,TRAIN,TE14/NS22,81938,66082
4245,2025-04,WEEKDAY,8,TRAIN,NS14,119927,29256
4246,2025-04,WEEKDAY,16,TRAIN,SE1,5067,4961
4247,2025-04,WEEKDAY,9,TRAIN,PE7,5943,2036
4248,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS15,5239,4514
4249,2025-04,WEEKDAY,15,TRAIN,DT17,14056,7083
4250,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,22026,24547
4251,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW24/NS1,37569,36679
4252,2025-04,WEEKDAY,6,TRAIN,NE18,9230,2185
4253,2025-04,WEEKDAY,21,TRAIN,DT7,1746,3997
4254,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC8,4152,3079
4255,2025-04,WEEKDAY,22,TRAIN,CC26,2451,1700
4256,2025-04,WEEKDAY,16,TRAIN,PW4,4520,6958
4257,2025-04,WEEKDAY,20,TRAIN,NS14,18445,52141
4258,2025-04,WEEKDAY,19,TRAIN,BP10,2498,9596
4259,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,PE1,195,1029
4260,2025-04,WEEKDAY,19,TRAIN,CC4/DT15,48014,19624
4261,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,6788,15496
4262,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS4/BP1,494,2126
4263,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,NE12/CC13,27600,22476
4264,2025-04,WEEKDAY,8,TRAIN,CC6,4472,14143
4265,2025-04,WEEKDAY,19,TRAIN,EW17,29324,56296
4266,2025-04,WEEKDAY,22,TRAIN,EW4,5212,16684
4267,2025-04,WEEKDAY,22,TRAIN,TE14/NS22,61303,12232
4268,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE19,1634,1774
4269,2025-04,WEEKDAY,14,TRAIN,NS18,14302,12354
4270,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT21,4966,3693
4271,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,CC12,4139,1864
4272,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,EW28,15238,5157
4273,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,DT7,707,1061
4274,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC14,3510,2060
4275,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE6,698,28
4276,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT20,658,2307
4277,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1653,1061
4278,2025-04,WEEKDAY,11,TRAIN,DT5,12392,9234
4279,2025-04,WEEKDAY,18,TRAIN,EW16/NE3/TE17,132130,41401
4280,2025-04,WEEKDAY,8,TRAIN,EW9,51642,37433
4281,2025-04,WEEKDAY,15,TRAIN,NS20,52324,33345
4282,2025-04,WEEKDAY,12,TRAIN,NE8,24595,32069
4283,2025-04,WEEKDAY,11,TRAIN,NE15,19118,9232
4284,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,CC12,14,256
4285,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC19/DT9,5447,4991
4286,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE6,1802,7018
4287,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,TE16,3726,3268
4288,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,TE18,2098,815
4289,2025-04,WEEKDAY,10,TRAIN,DT21,6765,9395
4290,2025-04,WEEKDAY,15,TRAIN,NE13,25868,24291
4291,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS23,18679,3866
4292,2025-04,WEEKDAY,9,TRAIN,NE11,18861,13133
4293,2025-04,WEEKDAY,16,TRAIN,CC20,8164,8102
4294,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW5,14926,16505
4295,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE22,792,3989
4296,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,NS28,458,262
4297,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE23,29,10
4298,2025-04,WEEKDAY,9,TRAIN,BP3,6043,1816
4299,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC8,579,1657
4300,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS10,11594,20249
4301,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,EW17,7920,11334
4302,2025-04,WEEKDAY,7,TRAIN,NE5,2779,17717
4303,2025-04,WEEKDAY,18,TRAIN,NS12,29120,63575
4304,2025-04,WEEKDAY,7,TRAIN,NS20,19690,102207
4305,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC24,5812,3466
4306,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC21,3713,6244
4307,2025-04,WEEKDAY,9,TRAIN,NS2,34769,20669
4308,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,SW2,1020,1307
4309,2025-04,WEEKDAY,15,TRAIN,BP2,1754,3108
4310,2025-04,WEEKDAY,6,TRAIN,PE5,14587,1768
4311,2025-04,WEEKDAY,5,TRAIN,EW21/CC22,2042,1294
4312,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW32,416,2442
4313,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,TE25,1543,1680
4314,2025-04,WEEKDAY,11,TRAIN,DT34,4975,3684
4315,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,SE2,2362,3060
4316,2025-04,WEEKDAY,5,TRAIN,NS3,11557,1090
4317,2025-04,WEEKDAY,5,TRAIN,DT33,6244,50
4318,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC6,18714,2502
4319,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE15,5598,6030
4320,2025-04,WEEKDAY,18,TRAIN,NS15,81788,38491
4321,2025-04,WEEKDAY,17,TRAIN,CC26,27088,5178
4322,2025-04,WEEKDAY,5,TRAIN,NE17/PTC,9773,2506
4323,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,BP10,277,1130
4324,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,DT25,1702,1683
4325,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NS9/TE2,13114,8334
4326,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,PW7,1717,1904
4327,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC3,8551,3482
4328,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT30,3020,2186
4329,2025-04,WEEKDAY,19,TRAIN,TE25,2541,6919
4330,2025-04,WEEKDAY,10,TRAIN,DT29,8010,2595
4331,2025-04,WEEKDAY,18,TRAIN,DT8,17982,10313
4332,2025-04,WEEKDAY,6,TRAIN,CC17/TE9,11861,6520
4333,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,DT21,1485,1251
4334,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC23,1351,724
4335,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CC19/DT9,3737,6077
4336,2025-04,WEEKDAY,17,TRAIN,TE15,14834,15806
4337,2025-04,WEEKDAY,16,TRAIN,PW7,3861,4654
4338,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW3,7583,8169
4339,2025-04,WEEKDAY,21,TRAIN,NS15,13900,15101
4340,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC19/DT9,2884,5575
4341,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT27,3681,3400
4342,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC24,5453,3645
4343,2025-04,WEEKDAY,12,TRAIN,EW20,11853,9079
4344,2025-04,WEEKDAY,22,TRAIN,NE5,20307,5209
4345,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,NE12/CC13,31387,32274
4346,2025-04,WEEKDAY,15,TRAIN,TE13,4806,4288
4347,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,SE2,2713,2718
4348,2025-04,WEEKDAY,12,TRAIN,NE11,13240,13793
4349,2025-04,WEEKDAY,12,TRAIN,SW8,3226,2181
4350,2025-04,WEEKDAY,10,TRAIN,NS25/EW13,15741,59837
4351,2025-04,WEEKDAY,22,TRAIN,DT3,1705,7295
4352,2025-04,WEEKDAY,6,TRAIN,BP3,14589,1227
4353,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,CC2,3079,1741
4354,2025-04,WEEKDAY,6,TRAIN,EW16/NE3/TE17,13820,39904
4355,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,DT31,4312,2042
4356,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CC23,40,26
4357,2025-04,WEEKDAY,0,TRAIN,TE13,45,83
4358,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,SW1,1393,852
4359,2025-04,WEEKDAY,0,TRAIN,NS2,459,2866
4360,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,TE14/NS22,61680,38048
4361,2025-04,WEEKDAY,21,TRAIN,EW27,35300,56149
4362,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,DT18,369,1755
4363,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,CC14,1331,2599
4364,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NE17/PTC,21969,27041
4365,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW19,8651,4679
4366,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,TE3,4578,3865
4367,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PE6,5185,3418
4368,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW20,4173,5515
4369,2025-04,WEEKDAY,6,TRAIN,DT31,13538,5106
4370,2025-04,WEEKDAY,19,TRAIN,NE17/PTC,49813,114900
4371,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,EW16/NE3/TE17,10496,11456
4372,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,445,136
4373,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,NE5,101,10
4374,2025-04,WEEKDAY,21,TRAIN,CC26,2560,2987
4375,2025-04,WEEKDAY,21,TRAIN,EW25,5412,15388
4376,2025-04,WEEKDAY,5,TRAIN,DT2,315,24
4377,2025-04,WEEKDAY,22,TRAIN,TE5,1234,6020
4378,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,CC21,799,758
4379,2025-04,WEEKENDS/HOLIDAY,16,TRAIN,NE1/CC29,34417,29026
4380,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,TE18,6263,8350
4381,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT18,3142,4221
4382,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,DT31,2080,4744
4383,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,BP12,538,42
4384,2025-04,WEEKDAY,14,TRAIN,CC23,11188,11014
4385,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3154,1931
4386,2025-04,WEEKDAY,23,TRAIN,PE4,285,939
4387,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT33,8473,2810
4388,2025-04,WEEKDAY,20,TRAIN,CC11,25344,10056
4389,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,TE24,1021,1782
4390,2025-04,WEEKDAY,14,TRAIN,BP11,2576,2999
4391,2025-04,WEEKDAY,17,TRAIN,TE14/NS22,116956,84163
4392,2025-04,WEEKDAY,21,TRAIN,CC28,1653,5317
4393,2025-04,WEEKDAY,10,TRAIN,DT20,5754,7546
4394,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,SW6,1467,1563
4395,2025-04,WEEKDAY,21,TRAIN,CC12,2568,7778
4396,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,PW1,422,62
4397,2025-04,WEEKDAY,12,TRAIN,BP7,1290,991
4398,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PW7,1408,1610
4399,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE13,417,1990
4400,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,CC20,2786,3006
4401,2025-04,WEEKDAY,6,TRAIN,NS13,90719,24649
4402,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC2,1348,726
4403,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,SE4,806,291
4404,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS18,875,4123
4405,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,NS8,6151,8003
4406,2025-04,WEEKDAY,0,TRAIN,BP6/DT1,0,5205
4407,2025-04,WEEKDAY,17,TRAIN,EW7,21797,28455
4408,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS11,466,3978
4409,2025-04,WEEKDAY,22,TRAIN,CC28,964,4237
4410,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,DT25,1562,2037
4411,2025-04,WEEKDAY,16,TRAIN,DT34,7563,4898
4412,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1244,1021
4413,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1911,1825
4414,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,DT8,30,25
4415,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,EW9,137,619
4416,2025-04,WEEKDAY,14,TRAIN,BP9,1999,2137
4417,2025-04,WEEKDAY,17,TRAIN,CC27,40778,2719
4418,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PW1,1398,1737
4419,2025-04,WEEKDAY,20,TRAIN,BP13,555,1937
4420,2025-04,WEEKDAY,10,TRAIN,NE9,24597,16761
4421,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,SE5,93,494
4422,2025-04,WEEKDAY,16,TRAIN,SW3,3146,2870
4423,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,EW33,2166,1603
4424,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,TE8,1870,2276
4425,2025-04,WEEKDAY,7,TRAIN,EW11,22544,24785
4426,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW14/NS26,11957,11710
4427,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE9,12437,7765
4428,2025-04,WEEKDAY,21,TRAIN,CC21,15617,7635
4429,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW22,1615,2864
4430,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW1,1768,1924
4431,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NE1/CC29,54,142
4432,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,NS7,11092,11131
4433,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,PW4,3186,2717
4434,2025-04,WEEKDAY,19,TRAIN,NS24/NE6/CC1,64576,47322
4435,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,5945,5068
4436,2025-04,WEEKDAY,23,TRAIN,NS9/TE2,10951,31838
4437,2025-04,WEEKDAY,8,TRAIN,NE14,113553,22493
4438,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,PE6,391,57
4439,2025-04,WEEKDAY,5,TRAIN,TE6,4210,368
4440,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,NS19,17594,17999
4441,2025-04,WEEKDAY,11,TRAIN,EW19,15434,8819
4442,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW10,7595,8610
4443,2025-04,WEEKDAY,10,TRAIN,NS10,39476,16896
4444,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,TE11,498,318
4445,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,EW8/CC9,32667,24272
4446,2025-04,WEEKDAY,20,TRAIN,EW12/DT14,84392,41643
4447,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CC4/DT15,3643,1151
4448,2025-04,WEEKDAY,19,TRAIN,DT13,20485,16050
4449,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,22978,3277
4450,2025-04,WEEKDAY,12,TRAIN,NS19,40326,34207
4451,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,PE1,708,112
4452,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE26,6942,8422
4453,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,EW5,17918,13750
4454,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE11,1635,1875
4455,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,NS20,91,146
4456,2025-04,WEEKDAY,22,TRAIN,CE1/DT16,60322,16313
4457,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,TE8,5487,5338
4458,2025-04,WEEKDAY,11,TRAIN,CC7,5711,3622
4459,2025-04,WEEKDAY,6,TRAIN,NE7/DT12,14651,16330
4460,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,CC5,2043,1727
4461,2025-04,WEEKDAY,8,TRAIN,TE27,17983,4424
4462,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW1,14785,17086
4463,2025-04,WEEKENDS/HOLIDAY,10,TRAIN,CG1/DT35,1890,9051
4464,2025-04,WEEKDAY,13,TRAIN,EW31,1694,956
4465,2025-04,WEEKENDS/HOLIDAY,18,TRAIN,DT3,3434,4120
4466,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NS20,10541,20945
4467,2025-04,WEEKDAY,15,TRAIN,TE28,3343,4420
4468,2025-04,WEEKDAY,22,TRAIN,NS2,10100,26776
4469,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT17,2317,2506
4470,2025-04,WEEKDAY,15,TRAIN,SW1,4001,3185
4471,2025-04,WEEKENDS/HOLIDAY,20,TRAIN,TE4,1896,1995
4472,2025-04,WEEKDAY,8,TRAIN,TE19,2230,92212
4473,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,TE25,20,80
4474,2025-04,WEEKDAY,17,TRAIN,DT31,13388,18396
4475,2025-04,WEEKDAY,18,TRAIN,EW23,117949,137806
4476,2025-04,WEEKDAY,18,TRAIN,EW3,33602,55417
4477,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,NS2,4710,11343
4478,2025-04,WEEKDAY,22,TRAIN,CC25,2678,4364
4479,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1475,3249
4480,2025-04,WEEKDAY,7,TRAIN,EW6,29670,14333
4481,2025-04,WEEKDAY,8,TRAIN,CC16,19734,23257
4482,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,PW7,1787,975
4483,2025-04,WEEKDAY,14,TRAIN,CC10/DT26,11083,12681
4484,2025-04,WEEKDAY,14,TRAIN,BP7,892,1332
4485,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,BP12,1062,1009
4486,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NS12,1217,4627
4487,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,CG1/DT35,260,17
4488,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,PW5,2953,764
4489,2025-04,WEEKDAY,19,TRAIN,CG1/DT35,47049,10551
4490,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,EW3,9189,4228
4491,2025-04,WEEKDAY,10,TRAIN,DT23,2742,5955
4492,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,TE16,3538,3372
4493,2025-04,WEEKDAY,22,TRAIN,CC5,3645,2683
4494,2025-04,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,6279,7136
4495,2025-04,WEEKDAY,12,TRAIN,EW18,17605,13724
4496,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,DT4,1299,244
4497,2025-04,WEEKDAY,22,TRAIN,TE4,2610,3249
4498,2025-04,WEEKDAY,17,TRAIN,BP9,2479,4425
4499,2025-04,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1045,7848
4500,2025-04,WEEKDAY,9,TRAIN,EW25,18247,5559
4501,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS23,20501,25065
4502,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE15,4331,5668
4503,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,TE4,2224,2413
4504,2025-04,WEEKDAY,9,TRAIN,PW1,933,2562
4505,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW19,2170,5930
4506,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,DT2,1680,557
4507,2025-04,WEEKDAY,21,TRAIN,CC23,10860,1908
4508,2025-04,WEEKDAY,15,TRAIN,TE16,5433,6314
4509,2025-04,WEEKENDS/HOLIDAY,6,TRAIN,NE17/PTC,6135,2499
4510,2025-04,WEEKDAY,7,TRAIN,PW5,11537,7309
4511,2025-04,WEEKDAY,18,TRAIN,CC28,7572,11370
4512,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE13,47,13
4513,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,EW3,8638,10691
4514,2025-04,WEEKENDS/HOLIDAY,8,TRAIN,NE10,6193,4884
4515,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,10962,9673
4516,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,EW7,1991,7008
4517,2025-04,WEEKDAY,15,TRAIN,NS24/NE6/CC1,36371,31736
4518,2025-04,WEEKDAY,22,TRAIN,CC8,3883,6341
4519,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NE8,22519,30950
4520,2025-04,WEEKENDS/HOLIDAY,13,TRAIN,BP2,1362,1190
4521,2025-04,WEEKDAY,22,TRAIN,SE2,914,6273
4522,2025-04,WEEKDAY,6,TRAIN,SW7,5768,875
4523,2025-04,WEEKDAY,23,TRAIN,PE7,177,1976
4524,2025-04,WEEKENDS/HOLIDAY,12,TRAIN,DT29,3727,2075
4525,2025-04,WEEKDAY,6,TRAIN,DT25,5529,3679
4526,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,DT8,1867,2137
4527,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,TE5,183,12
4528,2025-04,WEEKDAY,10,TRAIN,TE8,7278,7808
4529,2025-04,WEEKDAY,13,TRAIN,CC6,8378,11487
4530,2025-04,WEEKDAY,17,TRAIN,EW27,90300,111446
4531,2025-04,WEEKDAY,7,TRAIN,SE3,13703,2969
4532,2025-04,WEEKDAY,5,TRAIN,NS2,13303,3088
4533,2025-04,WEEKDAY,17,TRAIN,BP13,1613,2354
4534,2025-04,WEEKDAY,17,TRAIN,PW5,3310,5087
4535,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,BP12,477,1169
4536,2025-04,WEEKENDS/HOLIDAY,21,TRAIN,TE8,4614,3021
4537,2025-04,WEEKENDS/HOLIDAY,22,TRAIN,CC6,8454,672
4538,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,EW5,15817,14988
4539,2025-04,WEEKDAY,20,TRAIN,CC21,14327,9757
4540,2025-04,WEEKENDS/HOLIDAY,9,TRAIN,NE14,19799,7505
4541,2025-04,WEEKDAY,7,TRAIN,DT27,19842,27066
4542,2025-04,WEEKDAY,7,TRAIN,DT17,2727,37535
4543,2025-04,WEEKDAY,10,TRAIN,CC3,2335,12074
4544,2025-04,WEEKENDS/HOLIDAY,11,TRAIN,TE3,5382,3310
4545,2025-04,WEEKDAY,7,TRAIN,TE23,4468,1707
4546,2025-04,WEEKDAY,10,TRAIN,CC24,15020,37406
4547,2025-04,WEEKENDS/HOLIDAY,19,TRAIN,NS18,4538,7539
4548,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,NS5,11755,13639
4549,2025-04,WEEKENDS/HOLIDAY,0,TRAIN,DT25,16,150
4550,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,NS25/EW13,55214,36466
4551,2025-04,WEEKDAY,16,TRAIN,TE5,3692,5975
4552,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,DT6,2568,2441
4553,2025-04,WEEKDAY,11,TRAIN,DT10,4025,1706
4554,2025-04,WEEKENDS/HOLIDAY,15,TRAIN,PE3,2833,2974
4555,2025-04,WEEKENDS/HOLIDAY,5,TRAIN,EW27,3363,452
4556,2025-04,WEEKDAY,23,TRAIN,DT22,4739,5423
4557,2025-04,WEEKDAY,6,TRAIN,NS25/EW13,2453,15982
4558,2025-04,WEEKDAY,5,TRAIN,NE16/STC,11043,2548
4559,2025-04,WEEKENDS/HOLIDAY,14,TRAIN,CC19/DT9,4524,4487
4560,2025-04,WEEKDAY,8,TRAIN,DT3,29968,6295
4561,2025-04,WEEKDAY,22,TRAIN,CC24,10041,3409
4562,2025-04,WEEKENDS/HOLIDAY,17,TRAIN,CC10/DT26,9060,7293
