,SingleCode,Average Morning Tap In,Average Morning Tap Out,Average Evening Tap In,Average Evening Tap Out,Morning_OutIn_Ratio,Evening_OutIn_Ratio,geometry,Name,RAIL_TYPE,NAME,stn_code,mrt_station_english,mrt_station_chinese,mrt_line_english,mrt_line_chinese,Total_Morning_Taps,Total_Evening_Taps,Total_Day_Taps
10,EW12,71649,286752,450333,301806,4.002177280911108,0.6701840637927934,"POLYGON Z ((103.856836679521 1.29988125152105 0, 103.856890921536 1.29993029652028 0, 103.857567573468 1.29917516090578 0, 103.857508198925 1.29912147477046 0, 103.857336609266 1.29931371270519 0, 103.857220259468 1.2992241853242 0, 103.857586312956 1.29873960239288 0, 103.857394297095 1.29859184370356 0, 103.856992888103 1.29902782004989 0, 103.85675562267 1.29880652874547 0, 103.856688444557 1.29887949080485 0, 103.856882897565 1.29906086928424 0, 103.856854666476 1.29909153113075 0, 103.856897470815 1.29913145481488 0, 103.856660934892 1.29938835810448 0, 103.856770099864 1.29947236171882 0, 103.856610045773 1.29967859906311 0, 103.85647939982 1.29985060049503 0, 103.856193100608 1.30021171957357 0, 103.85619275018 1.30021214372382 0, 103.856120392001 1.30029614629994 0, 103.856093466285 1.3003055944427 0, 103.856098104689 1.30031832876036 0, 103.856099813795 1.30032651505438 0, 103.856077158091 1.30035011375311 0, 103.855842974438 1.30031122818204 0, 103.85558259502 1.30001116319085 0, 103.855526803886 1.30005941877842 0, 103.855849864705 1.30043778130304 0, 103.855892540776 1.30040087017753 0, 103.856179782706 1.30044856648663 0, 103.856153478054 1.30047703251024 0, 103.85616231444 1.30048738921468 0, 103.856207119956 1.30043890129164 0, 103.856286742677 1.30053224909135 0, 103.856385599837 1.30044683093638 0, 103.856299421261 1.30034580152581 0, 103.856351976716 1.30029663073388 0, 103.856409397717 1.30023932423105 0, 103.856437794173 1.30021048377854 0, 103.856503044088 1.30014176140553 0, 103.856575288168 1.30006148570666 0, 103.85664753494 1.29998121181447 0, 103.856746158029 1.29985071016165 0, 103.856793586745 1.29984228737001 0, 103.856836679521 1.29988125152105 0))",kml_81,MRT,BUGIS,EW12,BUGIS,武吉士,East-West Line,东西线,358401,752139,1110540
11,DT14,71649,286752,450333,301806,4.002177280911108,0.6701840637927934,"POLYGON Z ((103.856836679521 1.29988125152105 0, 103.856890921536 1.29993029652028 0, 103.857567573468 1.29917516090578 0, 103.857508198925 1.29912147477046 0, 103.857336609266 1.29931371270519 0, 103.857220259468 1.2992241853242 0, 103.857586312956 1.29873960239288 0, 103.857394297095 1.29859184370356 0, 103.856992888103 1.29902782004989 0, 103.85675562267 1.29880652874547 0, 103.856688444557 1.29887949080485 0, 103.856882897565 1.29906086928424 0, 103.856854666476 1.29909153113075 0, 103.856897470815 1.29913145481488 0, 103.856660934892 1.29938835810448 0, 103.856770099864 1.29947236171882 0, 103.856610045773 1.29967859906311 0, 103.85647939982 1.29985060049503 0, 103.856193100608 1.30021171957357 0, 103.85619275018 1.30021214372382 0, 103.856120392001 1.30029614629994 0, 103.856093466285 1.3003055944427 0, 103.856098104689 1.30031832876036 0, 103.856099813795 1.30032651505438 0, 103.856077158091 1.30035011375311 0, 103.855842974438 1.30031122818204 0, 103.85558259502 1.30001116319085 0, 103.855526803886 1.30005941877842 0, 103.855849864705 1.30043778130304 0, 103.855892540776 1.30040087017753 0, 103.856179782706 1.30044856648663 0, 103.856153478054 1.30047703251024 0, 103.85616231444 1.30048738921468 0, 103.856207119956 1.30043890129164 0, 103.856286742677 1.30053224909135 0, 103.856385599837 1.30044683093638 0, 103.856299421261 1.30034580152581 0, 103.856351976716 1.30029663073388 0, 103.856409397717 1.30023932423105 0, 103.856437794173 1.30021048377854 0, 103.856503044088 1.30014176140553 0, 103.856575288168 1.30006148570666 0, 103.85664753494 1.29998121181447 0, 103.856746158029 1.29985071016165 0, 103.856793586745 1.29984228737001 0, 103.856836679521 1.29988125152105 0))",kml_81,MRT,BUGIS,DT14,BUGIS,武吉士,Downtown Line,滨海市区线,358401,752139,1110540
12,DT31,85023,39404,42517,96679,0.4634510661820919,2.273890443822471,"POLYGON Z ((103.938256134288 1.34547100839363 0, 103.93825808913 1.34552419027637 0, 103.938260799303 1.3457792331703 0, 103.938272101327 1.34632427956415 0, 103.938264055735 1.3463479932132 0, 103.938266191525 1.34645103261641 0, 103.938313804391 1.34645003213704 0, 103.938314907403 1.34650324118694 0, 103.938563708622 1.34649801493154 0, 103.938554519817 1.34605488653831 0, 103.938488536814 1.34605627217325 0, 103.938481860201 1.34573427494412 0, 103.93859945104 1.34573180545138 0, 103.938596038187 1.34554028504358 0, 103.938611744999 1.34553995517344 0, 103.938604480464 1.34519105859877 0, 103.938657058741 1.34518995480165 0, 103.938655452191 1.34510787036953 0, 103.938919722217 1.34510838250408 0, 103.938919712809 1.34488947783998 0, 103.93860033237 1.34488949172213 0, 103.938600331765 1.34487537099922 0, 103.938090577544 1.34488607721271 0, 103.938093480469 1.34502604353296 0, 103.938154255452 1.345026040907 0, 103.938162553772 1.34547101244169 0, 103.938256134288 1.34547100839363 0))",kml_167,MRT,TAMPINES WEST,DT31,TAMPINES WEST,淡滨尼西,Downtown Line,滨海市区线,124427,139196,263623
13,TE7,43690,46456,44543,46614,1.0633096818493935,1.0464943986709472,"POLYGON Z ((103.835757104966 1.3638416700492 0, 103.835960750897 1.36369388494556 0, 103.836097081577 1.36363338553116 0, 103.836097806723 1.36363504051706 0, 103.836123242476 1.36362375311627 0, 103.836228018151 1.3635772578127 0, 103.836265962862 1.36356041940695 0, 103.836352889387 1.36352184454253 0, 103.836398408121 1.36350164550725 0, 103.836496012319 1.36345833265919 0, 103.836603298577 1.36341072315894 0, 103.836646251918 1.36340633693283 0, 103.836722455863 1.36339855567537 0, 103.8368014876 1.36339048501481 0, 103.836889573306 1.36338149007784 0, 103.836941330813 1.36337620489518 0, 103.83701221793 1.3633689662551 0, 103.837029880243 1.36340928098116 0, 103.837090657542 1.36338231002895 0, 103.837155425377 1.36335356922783 0, 103.837195141154 1.36333594491192 0, 103.837185896653 1.36331484339381 0, 103.837221607515 1.36329899615981 0, 103.837324791792 1.36325320711928 0, 103.837371856049 1.36323232165037 0, 103.83749017399 1.36317981676756 0, 103.837510698163 1.36317070887861 0, 103.837551361923 1.3631526640257 0, 103.837516628543 1.3630733802741 0, 103.837496426862 1.36302726677182 0, 103.837494555138 1.36302299455795 0, 103.837486661184 1.36300207300712 0, 103.83747495369 1.36297104247828 0, 103.837461493084 1.36293536623282 0, 103.837443554894 1.36288782202175 0, 103.837432728002 1.36285912655989 0, 103.837425848537 1.36284089458662 0, 103.837413494074 1.36280814938375 0, 103.837408046932 1.36279371392948 0, 103.8373993218 1.36277058844383 0, 103.837390596669 1.36274746295813 0, 103.837383664188 1.36272908809524 0, 103.837365965021 1.36268217965123 0, 103.837357688278 1.36266024249939 0, 103.83735569884 1.36265497005863 0, 103.83737683134 1.36264603219027 0, 103.837417598429 1.36262879041493 0, 103.837454070367 1.36261336551426 0, 103.837486780902 1.36259953049206 0, 103.837475989959 1.3625736846823 0, 103.837497000253 1.36256479836185 0, 103.837549960893 1.36254239897319 0, 103.837576406618 1.36253121465267 0, 103.837616370384 1.36251431201201 0, 103.837645316821 1.36250206957997 0, 103.837679775066 1.36248749568632 0, 103.83766647531 1.362455643094 0, 103.837646323048 1.36240737720554 0, 103.837630690601 1.36236993835865 0, 103.837558198714 1.36240059824755 0, 103.837481351471 1.3624330994276 0, 103.837429399025 1.36245507285743 0, 103.837412833943 1.36246207899625 0, 103.83734190376 1.3624920777856 0, 103.837292940843 1.36251278600175 0, 103.83727865183 1.36251882989222 0, 103.837220094912 1.36254359600547 0, 103.83713125808 1.36258116796456 0, 103.83710113901 1.36259390688823 0, 103.83710815056 1.36261069911426 0, 103.837118892977 1.36263642735839 0, 103.837022190982 1.36267732648225 0, 103.836992000062 1.36271457367826 0, 103.836970045397 1.36274166032803 0, 103.836923499674 1.36279908572507 0, 103.836909562913 1.36281627952074 0, 103.836888215678 1.36284261735517 0, 103.836887405171 1.36284361667897 0, 103.836883928615 1.36284505100597 0, 103.836870765503 1.36285048263767 0, 103.836852505719 1.36285801782825 0, 103.836839728991 1.3628632902911 0, 103.836823629362 1.3628699328707 0, 103.836811313599 1.3628750154162 0, 103.836793198484 1.36288249091807 0, 103.836748093103 1.36290110280093 0, 103.836694443246 1.3629232408115 0, 103.836645072364 1.36294361349576 0, 103.836590063871 1.36296631311611 0, 103.836536382561 1.36298846468865 0, 103.836489954485 1.36300762280446 0, 103.836469111317 1.3630162233367 0, 103.836468429302 1.36301454935922 0, 103.836442566736 1.3630252217965 0, 103.836394027026 1.36304525081605 0, 103.836337464905 1.36306859072252 0, 103.836283198623 1.36309098375539 0, 103.836229626034 1.36311309010267 0, 103.836174415355 1.36313587201086 0, 103.836119925326 1.36315835728544 0, 103.836066120005 1.36318055949195 0, 103.836012096331 1.36320285213393 0, 103.835974051882 1.36321855103672 0, 103.835968717087 1.36322082823201 0, 103.835959419609 1.36322505252805 0, 103.835910829573 1.36324712630559 0, 103.835862439917 1.36326910964549 0, 103.835822353922 1.3632873199678 0, 103.835815042278 1.3632906417056 0, 103.835762421265 1.36331454682209 0, 103.835711358368 1.36333774381859 0, 103.835671678523 1.363355770552 0, 103.835614411913 1.36338178645611 0, 103.835561648923 1.36340575577817 0, 103.835512967225 1.36342787205283 0, 103.835457735868 1.36345296278662 0, 103.835407204916 1.36347591921523 0, 103.835349447683 1.36350215758703 0, 103.835310845215 1.36351969414805 0, 103.835309746267 1.36352019335809 0, 103.835296779934 1.36352438147999 0, 103.83526921457 1.36353328496933 0, 103.835224967295 1.36354757757866 0, 103.835194848201 1.36355730584943 0, 103.835186708053 1.36353177745932 0, 103.835174720229 1.36349418575629 0, 103.835164153942 1.3634610489508 0, 103.835158602576 1.36344364084597 0, 103.835133137166 1.36345186605888 0, 103.835031501062 1.3634846954629 0, 103.83492760955 1.36351825378176 0, 103.834816985066 1.36355398619215 0, 103.834708821756 1.36358892365974 0, 103.834670491546 1.3636013044292 0, 103.83468508252 1.36364706254321 0, 103.834707606067 1.36371769428919 0, 103.834631241263 1.36372821389775 0, 103.834538634842 1.36374097000513 0, 103.83445083486 1.36375306411198 0, 103.834349477282 1.36376702663812 0, 103.83428690909 1.36377564525599 0, 103.834229564262 1.36375439723816 0, 103.834127941588 1.3637167431607 0, 103.8340258283 1.36367890730181 0, 103.83395231554 1.36365166877259 0, 103.833905287179 1.36363424349231 0, 103.83385489458 1.3636191089667 0, 103.833798452821 1.36359789078233 0, 103.833715589567 1.36356673996751 0, 103.833621650564 1.36353142545776 0, 103.833522795499 1.36349426242402 0, 103.833448350037 1.36346627597003 0, 103.833463954567 1.36342439485686 0, 103.833484636004 1.36336888949454 0, 103.833492884856 1.36334675065504 0, 103.833504096286 1.36331665973972 0, 103.833513491711 1.36329144425259 0, 103.833520432248 1.36327281615544 0, 103.833461117778 1.36325050820426 0, 103.833366958643 1.36321509510871 0, 103.833337824376 1.36320413783063 0, 103.833342629917 1.36318189046793 0, 103.833289978331 1.36316089384072 0, 103.833240752986 1.36314126370701 0, 103.833223565178 1.36318460536717 0, 103.833215474472 1.36320500782623 0, 103.833192357911 1.36326330043706 0, 103.833168154979 1.36332433236713 0, 103.833153293561 1.36336180741542 0, 103.833089953512 1.36330665927259 0, 103.832992089591 1.3632214527659 0, 103.832916942368 1.36315602470729 0, 103.832844878135 1.36309328080027 0, 103.83276904082 1.36302725133451 0, 103.832707059422 1.36297328609027 0, 103.832621014387 1.36289837033307 0, 103.832565581756 1.36285010710422 0, 103.832556950125 1.36281390901436 0, 103.832536107875 1.36272650581146 0, 103.83251580207 1.36264135176262 0, 103.832507916252 1.3626082827734 0, 103.832514643829 1.3626034462352 0, 103.832506333887 1.36256842201012 0, 103.832499266663 1.36253863767241 0, 103.832488695017 1.36253089902304 0, 103.832478555595 1.36248688993744 0, 103.832460658852 1.3624092158863 0, 103.832442561729 1.36233066821895 0, 103.832471394968 1.36232293048818 0, 103.832452108145 1.36223767515006 0, 103.832436380543 1.36216814761341 0, 103.832422379087 1.36210625562542 0, 103.832401478405 1.36211108492298 0, 103.832317715732 1.36213043828592 0, 103.832329720573 1.36218127713264 0, 103.832349089163 1.36226329575182 0, 103.832368653641 1.3623461454817 0, 103.832314019828 1.36235897567601 0, 103.832282154821 1.3623664583728 0, 103.832256129595 1.36239528859213 0, 103.832209649365 1.36244677765028 0, 103.832121986857 1.36254388734626 0, 103.831995747908 1.36268373185028 0, 103.832075519117 1.36275724676642 0, 103.83214183424 1.36290911218213 0, 103.831962493466 1.36312288482409 0, 103.832021120486 1.36319930093039 0, 103.831971143017 1.3632370255564 0, 103.831978832056 1.36324863307702 0, 103.831980081964 1.36324766631226 0, 103.832041456805 1.36332970575696 0, 103.83204159159 1.3633298866299 0, 103.832325115926 1.3631122451579 0, 103.832336649043 1.36311611403338 0, 103.832384703568 1.36308129059971 0, 103.832389509114 1.36306678188454 0, 103.832432758994 1.36303389378767 0, 103.832852682136 1.36339946420051 0, 103.832854727277 1.36340124398992 0, 103.833011436614 1.36353766918485 0, 103.833011620821 1.36353783016172 0, 103.833649758744 1.36409336941526 0, 103.833649819847 1.36409335494544 0, 103.833654883279 1.36409215394893 0, 103.833659947609 1.36409095837859 0, 103.833661394304 1.36409061833741 0, 103.833680367569 1.36406899498358 0, 103.833720341267 1.36402343852864 0, 103.833830334097 1.3639945295981 0, 103.833871233324 1.36398377941045 0, 103.833556954582 1.36371100237744 0, 103.833576175846 1.36365489832539 0, 103.833807800652 1.36373615180858 0, 103.833861192673 1.36375475185864 0, 103.833915603673 1.36377491284008 0, 103.834254727819 1.36390056692256 0, 103.834670667799 1.36384327162826 0, 103.834884825301 1.36378177291561 0, 103.834926280732 1.36376821918011 0, 103.835095129725 1.36371056854857 0, 103.835200020661 1.36394999530849 0, 103.835152333663 1.36397115747058 0, 103.83516538449 1.36400094722168 0, 103.835150584178 1.36400751472673 0, 103.835172755489 1.36405812203337 0, 103.835233239122 1.36419618405341 0, 103.835424392375 1.36411135813722 0, 103.83579654772 1.36394621000377 0, 103.835757104966 1.3638416700492 0))",kml_244,MRT,BRIGHT HILL,TE7,BRIGHT HILL,光明山,Thomson-East Coast Line,汤申-东海岸线,90146,91157,181303
14,TE26,37836,27887,64732,72202,0.7370493709694471,1.1153988753630353,"POLYGON Z ((103.906791468386 1.30362001803872 0, 103.906168200641 1.30319242490337 0, 103.906165128045 1.30317608856066 0, 103.905306434371 1.30258697989863 0, 103.905343830255 1.30253176377987 0, 103.905363395061 1.30246434106736 0, 103.90539576559 1.30241654359091 0, 103.905429663581 1.30236649058614 0, 103.905640934102 1.30205453858222 0, 103.905642219046 1.30205541939574 0, 103.905851464631 1.30219897300262 0, 103.90593594586 1.30207410320138 0, 103.905726758688 1.30193059029579 0, 103.905714537194 1.30194863723376 0, 103.905634551649 1.30189376273177 0, 103.905614130378 1.30192391572328 0, 103.905613847348 1.30192433354764 0, 103.905613080921 1.3019254649292 0, 103.905579173056 1.3019755324062 0, 103.905350962074 1.30231249779369 0, 103.905347024814 1.30231831115912 0, 103.905342225886 1.30232539698955 0, 103.90532397091 1.30235235208536 0, 103.905294760431 1.30239548295155 0, 103.905227566817 1.30234938492279 0, 103.905150312236 1.30246345548375 0, 103.904539632102 1.30204449641495 0, 103.904514016542 1.30208231945769 0, 103.904507868053 1.30209139854345 0, 103.904380239497 1.30227984993742 0, 103.904462283636 1.30233613703835 0, 103.904379006321 1.30245910036053 0, 103.904434160983 1.30249693919734 0, 103.904482208917 1.30252990371234 0, 103.904655352035 1.30264868881788 0, 103.904651302459 1.30265466768415 0, 103.90477781738 1.3027414640374 0, 103.904781866955 1.30273548426658 0, 103.905153026378 1.3029901190562 0, 103.905245160261 1.30285407835117 0, 103.905857322435 1.30327405369007 0, 103.905756584464 1.30342279826703 0, 103.905817095502 1.30346431134689 0, 103.905811152773 1.30347308927648 0, 103.905846286593 1.30349719317806 0, 103.905833633809 1.30351587499284 0, 103.906011064998 1.30363760176835 0, 103.906023717781 1.30361891995274 0, 103.906234913403 1.30376381191941 0, 103.906341595882 1.30360628939362 0, 103.906655101952 1.3038213705506 0, 103.906791468386 1.30362001803872 0))",kml_177,MRT,MARINE PARADE,TE26,MARINE PARADE,马林百列,Thomson-East Coast Line,汤申-东海岸线,65723,136934,202657
15,EW1,255251,73633,118118,292833,0.2884729148955342,2.4791564367835552,"POLYGON Z ((103.949006384529 1.37311185761921 0, 103.949006698187 1.37311304593613 0, 103.949009288337 1.37312285271597 0, 103.949210323654 1.37306906410404 0, 103.94917986288 1.37295374491323 0, 103.949145588279 1.37296291501019 0, 103.9491162689 1.37285191680602 0, 103.949150526427 1.37284275032787 0, 103.949122592897 1.37273699554927 0, 103.949088335371 1.37274616202692 0, 103.949081562518 1.37272052187379 0, 103.949060162782 1.37263950470512 0, 103.949092683393 1.37263080405923 0, 103.949065903842 1.37252941910232 0, 103.949033408392 1.37253811341597 0, 103.948999297879 1.37240897483663 0, 103.948955485551 1.37224310604866 0, 103.948893171919 1.37200719348031 0, 103.948905503756 1.37198579566603 0, 103.948953611642 1.37197292424989 0, 103.948965130696 1.3720164777838 0, 103.948977503837 1.37201316811993 0, 103.949049622653 1.37228620157209 0, 103.949108240076 1.37227051797806 0, 103.949038232377 1.37200547808481 0, 103.949060038577 1.37199964117287 0, 103.949057602113 1.37199042222098 0, 103.949064136425 1.37198867377039 0, 103.949057464233 1.37196342248776 0, 103.949113138871 1.37194852673714 0, 103.949105461895 1.37191946271166 0, 103.94907582708 1.37180726533557 0, 103.949029726577 1.37181960398673 0, 103.949024545383 1.37179999042668 0, 103.949008046066 1.37180440542231 0, 103.948997852641 1.37176581496498 0, 103.948897986038 1.37179253468627 0, 103.948913720149 1.37185210427429 0, 103.94887984542 1.37186116763207 0, 103.948749586405 1.37175457856758 0, 103.948706150697 1.37159053927856 0, 103.948808862719 1.37151916291538 0, 103.948735037268 1.37123966786309 0, 103.949502184661 1.37070655681606 0, 103.949504873988 1.37070468827203 0, 103.949617936215 1.3706261180748 0, 103.949628460094 1.37064145102523 0, 103.950137614283 1.37036220329836 0, 103.950651121355 1.37003455468745 0, 103.950943457604 1.37002541524919 0, 103.951073935909 1.3699858140076 0, 103.951074600958 1.36998803508869 0, 103.951100410159 1.36998020203426 0, 103.951103700354 1.36999118263936 0, 103.951403652443 1.36990014913976 0, 103.951367010924 1.36977785493905 0, 103.951361848725 1.36977942155051 0, 103.951352508378 1.36974824683419 0, 103.951074064121 1.36983275247947 0, 103.951079252402 1.36985006895354 0, 103.950803070683 1.36993389528089 0, 103.950638590664 1.36993903745461 0, 103.950581689428 1.36997016841027 0, 103.950525336366 1.37000229413634 0, 103.950469549447 1.37003540468396 0, 103.950436743685 1.37005549942115 0, 103.950402076156 1.37007698244572 0, 103.950367714152 1.37009873224172 0, 103.950333515702 1.37012079041682 0, 103.950299462833 1.37014312531922 0, 103.950273908367 1.37016013039619 0, 103.950258858975 1.37013819401682 0, 103.950146053695 1.36997376747902 0, 103.950134227698 1.36995652910313 0, 103.950287856189 1.36986860306807 0, 103.950214832251 1.36973936151044 0, 103.95004997197 1.36983371629887 0, 103.950024346584 1.36979636467443 0, 103.950001837168 1.36980924751535 0, 103.950000504477 1.36980688900349 0, 103.949914193072 1.36985628769621 0, 103.949915524864 1.36985864620815 0, 103.94983741626 1.36990335085586 0, 103.949880037213 1.3699787870646 0, 103.949710819725 1.37007278210895 0, 103.949578689065 1.37015269169594 0, 103.949488115077 1.37002066915173 0, 103.949111373114 1.37028247238828 0, 103.949124138176 1.37030107902435 0, 103.949041666697 1.37035839157712 0, 103.949028965184 1.3704282134958 0, 103.948917336114 1.37050578789339 0, 103.949042167731 1.37068774407034 0, 103.948736186465 1.3709003781533 0, 103.948657708439 1.37081250867748 0, 103.948630309563 1.37083729677085 0, 103.948618764132 1.37082437037351 0, 103.948183405597 1.37121823494218 0, 103.94817213061 1.37128020963644 0, 103.948177773117 1.37128843363615 0, 103.94755221531 1.37172315009602 0, 103.94757365306 1.37175439750253 0, 103.947688009307 1.37192108590361 0, 103.947703836904 1.37194415633306 0, 103.947658091343 1.37197582568895 0, 103.947610941582 1.37218349580323 0, 103.947216949607 1.37233922784043 0, 103.947213437097 1.37233919545167 0, 103.94720992459 1.3723392254639 0, 103.947206412985 1.37233931697274 0, 103.947204209697 1.37233940570581 0, 103.94717138287 1.3723523812622 0, 103.947164762333 1.37235499880425 0, 103.947019602934 1.37241237850689 0, 103.947015663128 1.37240228239263 0, 103.946955540063 1.37242604829592 0, 103.947011953809 1.37257304429296 0, 103.947301780213 1.37245847843597 0, 103.947296771878 1.37244564396395 0, 103.947681841236 1.37229343483363 0, 103.947721587431 1.37211837186312 0, 103.947888687874 1.37256702526386 0, 103.94798356703 1.37253123054491 0, 103.94803819674 1.37249929125363 0, 103.948027996235 1.37248161959936 0, 103.948086654119 1.3724473224398 0, 103.948071987354 1.37242189971084 0, 103.948105609091 1.37240225171787 0, 103.948013148842 1.3721539996453 0, 103.948078274099 1.37210874220605 0, 103.948115800066 1.37216344075707 0, 103.948456678122 1.37192655637852 0, 103.948428341562 1.3718852537091 0, 103.948436195695 1.37187979550162 0, 103.948512633312 1.37185934235693 0, 103.948544815109 1.3719811674612 0, 103.948614614182 1.37196249261124 0, 103.948682161984 1.37221781074441 0, 103.948764434843 1.37219579818698 0, 103.949006384529 1.37311185761921 0))",kml_239,MRT,PASIR RIS,EW1,PASIR RIS,巴西立,East-West Line,东西线,328884,410951,739835
16,EW1,255251,73633,118118,292833,0.2884729148955342,2.4791564367835552,"POLYGON Z ((103.949478584825 1.37316981506248 0, 103.949446680669 1.37304902998063 0, 103.949373729551 1.37277284126828 0, 103.949228614663 1.37222344276208 0, 103.94914473876 1.37224543823051 0, 103.949141638734 1.37224625049896 0, 103.948923097721 1.37230355972957 0, 103.948923036619 1.37230357691542 0, 103.948928544952 1.37232442581874 0, 103.949018908954 1.37266650554911 0, 103.948976350549 1.37267787183855 0, 103.94907922314 1.37306718309047 0, 103.949081599826 1.3730665472079 0, 103.949095694609 1.37306277442555 0, 103.949104813158 1.37309729349426 0, 103.94911908864 1.37315133387845 0, 103.949147389169 1.37315287534121 0, 103.949278505415 1.3736489017729 0, 103.949287124258 1.37368122416845 0, 103.949287124259 1.37368122959464 0, 103.949377944061 1.37402555119085 0, 103.949378072555 1.3740255168188 0, 103.949683054969 1.37394390941356 0, 103.949592271078 1.3735997171543 0, 103.94959226928 1.37359971082387 0, 103.949592276469 1.37359970901479 0, 103.9495857948 1.37357523547718 0, 103.949583736694 1.37356735858152 0, 103.949539276337 1.373399583447 0, 103.949489799228 1.37321227342414 0, 103.949478584825 1.37316981506248 0))",kml_243,MRT,PASIR RIS,EW1,PASIR RIS,巴西立,East-West Line,东西线,328884,410951,739835
17,PE3,43271,22644,24225,54148,0.5233066025744725,2.2352115583075336,"POLYGON Z ((103.912276137943 1.39407427004647 0, 103.912361165862 1.39417960198002 0, 103.912851076349 1.39377830404397 0, 103.91276572135 1.39367321903055 0, 103.912276137943 1.39407427004647 0))",kml_7,LRT,CORAL EDGE,PE3,CORAL EDGE,珊瑚,Punggol LRT,榜鹅轻轨线,65915,78373,144288
18,CC26,17931,65195,74839,26006,3.635881992080754,0.3474926174855356,"POLYGON Z ((103.790845751951 1.27619820073852 0, 103.790845767225 1.27619829207961 0, 103.790636667638 1.27626953716092 0, 103.790645887967 1.27629694951395 0, 103.790597945386 1.27631328425265 0, 103.790617537013 1.27637153380733 0, 103.790615835175 1.27637211347668 0, 103.790690745189 1.27659483262691 0, 103.790847467016 1.27654143430962 0, 103.79085197153 1.27653226141316 0, 103.791967503542 1.27615216979117 0, 103.791976623615 1.27615670623227 0, 103.792133345391 1.27610330692981 0, 103.79210162676 1.27600900378535 0, 103.792058435265 1.27588058872171 0, 103.79193387948 1.27592302673617 0, 103.791919906107 1.27588148180257 0, 103.791863627774 1.27590065704019 0, 103.791829264861 1.2759123652928 0, 103.791818316718 1.27587981341073 0, 103.791722565467 1.27591243771626 0, 103.791749792514 1.27599338784665 0, 103.791196333276 1.27618196324731 0, 103.791142837714 1.27620018983589 0, 103.791130160878 1.2761624993223 0, 103.791053349963 1.27618867127242 0, 103.791068043915 1.27623235775782 0, 103.791026115276 1.27624664331368 0, 103.790935510848 1.27627751501521 0, 103.790932280766 1.27626791060828 0, 103.790902377133 1.27617900382483 0, 103.790845857978 1.27619826133272 0, 103.790845751951 1.27619820073852 0))",kml_207,MRT,PASIR PANJANG,CC26,PASIR PANJANG,巴西班让,Circle Line,环线,83126,100845,183971
19,NS23,39863,137162,247255,208653,3.4408348593934224,0.8438777780024671,"POLYGON Z ((103.839191020448 1.30012943105839 0, 103.839157302563 1.30013706488014 0, 103.838753678115 1.3002284437081 0, 103.838739480069 1.30016491572919 0, 103.838495581803 1.30022012500068 0, 103.838444428968 1.29999123760986 0, 103.838355650964 1.30001133367933 0, 103.83841270459 1.30026663574701 0, 103.83830487653 1.30029105019508 0, 103.838418252374 1.30079860843064 0, 103.838507256838 1.3007784174002 0, 103.838461535746 1.30057434305646 0, 103.838524649533 1.30056002864064 0, 103.838514562372 1.3005149632594 0, 103.839679083468 1.30025078839212 0, 103.839685026512 1.30027733600565 0, 103.83979594645 1.30025217086756 0, 103.839790022275 1.30022569469907 0, 103.84001179565 1.30017537435694 0, 103.83995438334 1.29991761155048 0, 103.83962778309 1.29999155325682 0, 103.839636081245 1.30002867108036 0, 103.839191020448 1.30012943105839 0))",kml_71,MRT,SOMERSET,NS23,SOMERSET,索美塞,North-South Line ,南北线,177025,455908,632933
