,SingleCode,Average Morning Tap In,Average Morning Tap Out,Average Evening Tap In,Average Evening Tap Out,Morning_OutIn_Ratio,Evening_OutIn_Ratio,geometry,Name,RAIL_TYPE,NAME,stn_code,mrt_station_english,mrt_station_chinese,mrt_line_english,mrt_line_chinese,Total_Morning_Taps,Total_Evening_Taps,Total_Day_Taps
54,CC11,35707,255996,275290,73895,7.1693505475116925,0.26842602346616296,"POLYGON Z ((103.887594649346 1.33593442118718 0, 103.887616356914 1.33594427375191 0, 103.887638064482 1.33595412631645 0, 103.887656440879 1.33591311208993 0, 103.887669813998 1.33590802022231 0, 103.887908510993 1.33601636043464 0, 103.887863163926 1.33611756431558 0, 103.887852928524 1.33612060863382 0, 103.887846467314 1.33613502795975 0, 103.888070904985 1.3362368968435 0, 103.888077366193 1.33622247570829 0, 103.888073318852 1.33621171024853 0, 103.888252662955 1.33581145093845 0, 103.888254445678 1.33581077262527 0, 103.888507112844 1.33524687509907 0, 103.888505987784 1.33524388439231 0, 103.888662590407 1.33489438119592 0, 103.888452484968 1.33479902165116 0, 103.888448607887 1.33480767650331 0, 103.888351150304 1.33476344353663 0, 103.888327904971 1.33461687828693 0, 103.888256073601 1.33458427576639 0, 103.888261617424 1.33457190122737 0, 103.888201863682 1.33454477978472 0, 103.888150882078 1.33465855626726 0, 103.888228155165 1.33469362939142 0, 103.888252337819 1.33484611097129 0, 103.888183002419 1.33500651869015 0, 103.88832968167 1.33507309377592 0, 103.888294960446 1.33515058409321 0, 103.88811198361 1.33506753320948 0, 103.888089970359 1.33500897702972 0, 103.888127479673 1.33492526372297 0, 103.888085499561 1.33490621061603 0, 103.888043519451 1.33488715660398 0, 103.888001133007 1.33498175584976 0, 103.887958745662 1.33507635599924 0, 103.888112262103 1.33514603472292 0, 103.88826577945 1.33521571253218 0, 103.888168997943 1.33543170851311 0, 103.88807221642 1.33564770449053 0, 103.887810800103 1.33552905233534 0, 103.887706447671 1.33576194832096 0, 103.887677762737 1.33574892882905 0, 103.887636205593 1.33584167500845 0, 103.887594649346 1.33593442118718 0))",kml_34,MRT,TAI SENG,CC11,TAI SENG,大成,Circle Line,环线,291703,349185,640888
55,EW14,29602,756113,827798,125177,25.542632254577395,0.1512168427563246,"POLYGON Z ((103.851431945418 1.28235564029979 0, 103.851281107488 1.28245220764211 0, 103.851171141684 1.28246254168886 0, 103.851174002847 1.28249361112438 0, 103.850945875667 1.28251502083988 0, 103.850950298602 1.2825627468573 0, 103.851178442858 1.28254131995829 0, 103.851181479248 1.2825741908874 0, 103.85123305804 1.28256935126842 0, 103.851247624551 1.28261216741685 0, 103.851266561783 1.28281663785258 0, 103.851262086163 1.28281706203128 0, 103.85126724686 1.28287266686957 0, 103.851264561128 1.28287293186743 0, 103.851272915472 1.28296296133233 0, 103.851265299461 1.28296368578232 0, 103.851273653805 1.28305373333445 0, 103.851279918415 1.28305313279194 0, 103.851343785999 1.28374242839676 0, 103.851216516981 1.28375440489534 0, 103.851313099277 1.28479848622167 0, 103.851308185167 1.28479894567383 0, 103.851319312624 1.28491914472939 0, 103.851451688995 1.28490672685846 0, 103.851487616246 1.28529436722639 0, 103.851676712921 1.28527661408882 0, 103.851670534985 1.28520993440785 0, 103.851722534345 1.28520504141772 0, 103.851719199607 1.28516909655607 0, 103.851764829222 1.28516480410951 0, 103.851722864176 1.28471188040291 0, 103.851683939467 1.28471551894438 0, 103.851660754464 1.28446521171722 0, 103.851692519611 1.28446222617935 0, 103.851652625885 1.28403180486047 0, 103.851620861641 1.28403477231047 0, 103.8515736317 1.28352513229592 0, 103.851563012153 1.28318513006656 0, 103.851489004857 1.2831815619724 0, 103.851468804164 1.28296364906866 0, 103.851406397977 1.28296951431927 0, 103.85139630662 1.28286054837099 0, 103.851337023755 1.28286611244418 0, 103.851331881028 1.28281050851028 0, 103.851327406307 1.28281093268908 0, 103.851304396587 1.28256265665647 0, 103.851307082318 1.28256240884152 0, 103.851301061654 1.2824974076581 0, 103.851457516319 1.28239608964585 0, 103.851431945418 1.28235564029979 0))",kml_102,MRT,RAFFLES PLACE,EW14,RAFFLES PLACE,莱佛士坊,East-West Line,东西线,785715,952975,1738690
56,NS26,29602,756113,827798,125177,25.542632254577395,0.1512168427563246,"POLYGON Z ((103.851431945418 1.28235564029979 0, 103.851281107488 1.28245220764211 0, 103.851171141684 1.28246254168886 0, 103.851174002847 1.28249361112438 0, 103.850945875667 1.28251502083988 0, 103.850950298602 1.2825627468573 0, 103.851178442858 1.28254131995829 0, 103.851181479248 1.2825741908874 0, 103.85123305804 1.28256935126842 0, 103.851247624551 1.28261216741685 0, 103.851266561783 1.28281663785258 0, 103.851262086163 1.28281706203128 0, 103.85126724686 1.28287266686957 0, 103.851264561128 1.28287293186743 0, 103.851272915472 1.28296296133233 0, 103.851265299461 1.28296368578232 0, 103.851273653805 1.28305373333445 0, 103.851279918415 1.28305313279194 0, 103.851343785999 1.28374242839676 0, 103.851216516981 1.28375440489534 0, 103.851313099277 1.28479848622167 0, 103.851308185167 1.28479894567383 0, 103.851319312624 1.28491914472939 0, 103.851451688995 1.28490672685846 0, 103.851487616246 1.28529436722639 0, 103.851676712921 1.28527661408882 0, 103.851670534985 1.28520993440785 0, 103.851722534345 1.28520504141772 0, 103.851719199607 1.28516909655607 0, 103.851764829222 1.28516480410951 0, 103.851722864176 1.28471188040291 0, 103.851683939467 1.28471551894438 0, 103.851660754464 1.28446521171722 0, 103.851692519611 1.28446222617935 0, 103.851652625885 1.28403180486047 0, 103.851620861641 1.28403477231047 0, 103.8515736317 1.28352513229592 0, 103.851563012153 1.28318513006656 0, 103.851489004857 1.2831815619724 0, 103.851468804164 1.28296364906866 0, 103.851406397977 1.28296951431927 0, 103.85139630662 1.28286054837099 0, 103.851337023755 1.28286611244418 0, 103.851331881028 1.28281050851028 0, 103.851327406307 1.28281093268908 0, 103.851304396587 1.28256265665647 0, 103.851307082318 1.28256240884152 0, 103.851301061654 1.2824974076581 0, 103.851457516319 1.28239608964585 0, 103.851431945418 1.28235564029979 0))",kml_102,MRT,RAFFLES PLACE,NS26,RAFFLES PLACE,莱佛士坊,North-South Line ,南北线,785715,952975,1738690
57,PW7,18979,16909,19479,27893,0.8909320828283893,1.4319523589506649,"POLYGON Z ((103.897209700514 1.40488549195249 0, 103.897080998408 1.40492395083225 0, 103.897259154584 1.40553387667991 0, 103.897387800106 1.40549530112776 0, 103.897209700514 1.40488549195249 0))",kml_17,LRT,SOO TECK,PW7,SOO TECK,树德,Punggol LRT,榜鹅轻轨线,35888,47372,83260
58,CG1,9818,195009,227640,37271,19.862395599918518,0.16372781584958707,"POLYGON Z ((103.962172950207 1.33529564216924 0, 103.961229443643 1.33379887268567 0, 103.961161138896 1.33369049747947 0, 103.961108619461 1.33360719217774 0, 103.961099368246 1.33361309633805 0, 103.960887307293 1.33374843618094 0, 103.960918840037 1.33379608538588 0, 103.961035706503 1.33397850724894 0, 103.961120248149 1.33408702630762 0, 103.961131787693 1.33412768583317 0, 103.961145717498 1.33417037100518 0, 103.961187494205 1.33422624936679 0, 103.961230538093 1.33428631485856 0, 103.961322197751 1.3344225974578 0, 103.961377130925 1.33450964849415 0, 103.961431911684 1.33460319285797 0, 103.96145929308 1.33464995599608 0, 103.961678297957 1.33499710204901 0, 103.961697079724 1.33503492149234 0, 103.961722547769 1.33509251898684 0, 103.961735567636 1.33508867476302 0, 103.961982125039 1.33548843512724 0, 103.962156941899 1.33537149187508 0, 103.962172950207 1.33529564216924 0))",kml_108,MRT,EXPO,CG1,EXPO,博览,Changi Airport Branch Line,樟宜机场支线,204827,264911,469738
59,CG1,9818,195009,227640,37271,19.862395599918518,0.16372781584958707,"POLYGON Z ((103.962266567618 1.33592634850022 0, 103.962404814484 1.33583246839657 0, 103.96234491211 1.33574311152947 0, 103.962336268311 1.33574897225339 0, 103.962335270836 1.33574747106477 0, 103.962314407115 1.33576163447944 0, 103.962315413576 1.33576313566759 0, 103.962227744614 1.33582266541909 0, 103.962226738154 1.33582117327451 0, 103.962205353287 1.33583568941714 0, 103.962173245402 1.33578778704343 0, 103.962530893769 1.33554491975806 0, 103.962468322481 1.33545158384088 0, 103.963218149232 1.33494242433516 0, 103.96300581303 1.33462568274482 0, 103.962945180686 1.33466685252928 0, 103.962923272202 1.33463417004023 0, 103.962774602551 1.33473512283034 0, 103.962824404364 1.33480941354905 0, 103.962342544244 1.33513661920618 0, 103.962342512792 1.33513657308536 0, 103.962169397161 1.33487832439736 0, 103.962167905612 1.33487933736171 0, 103.962086633971 1.33475808475428 0, 103.962083650873 1.33476011068288 0, 103.962074610706 1.33474662711793 0, 103.962145558116 1.33469844800238 0, 103.962013586073 1.33450157529109 0, 103.962022400588 1.33449559699253 0, 103.962018383735 1.33448959223862 0, 103.961819064282 1.33462494053651 0, 103.961821077201 1.33462794291341 0, 103.961787795891 1.33465053563214 0, 103.961775866286 1.33471234941989 0, 103.961900497154 1.33473671542971 0, 103.961903992804 1.33474192437242 0, 103.961901009706 1.33474395030083 0, 103.962042174688 1.33495452362137 0, 103.961976708136 1.3349965437392 0, 103.962027273991 1.33507635104534 0, 103.962093387495 1.33503415906314 0, 103.962218485993 1.33522077575628 0, 103.962218754682 1.33522117547021 0, 103.962275889272 1.33530640769237 0, 103.961977435653 1.3355090729208 0, 103.961936845704 1.3354667780357 0, 103.961918426248 1.33548468537805 0, 103.961853547033 1.33541708771398 0, 103.961766337644 1.33550187626269 0, 103.961825144773 1.33561084882172 0, 103.961774953232 1.33564492783167 0, 103.962059377118 1.33606922153563 0, 103.962267565093 1.33592784968886 0, 103.962266567618 1.33592634850022 0))",kml_174,MRT,EXPO,CG1,EXPO,博览,Changi Airport Branch Line,樟宜机场支线,204827,264911,469738
60,DT35,9818,195009,227640,37271,19.862395599918518,0.16372781584958707,"POLYGON Z ((103.962172950207 1.33529564216924 0, 103.961229443643 1.33379887268567 0, 103.961161138896 1.33369049747947 0, 103.961108619461 1.33360719217774 0, 103.961099368246 1.33361309633805 0, 103.960887307293 1.33374843618094 0, 103.960918840037 1.33379608538588 0, 103.961035706503 1.33397850724894 0, 103.961120248149 1.33408702630762 0, 103.961131787693 1.33412768583317 0, 103.961145717498 1.33417037100518 0, 103.961187494205 1.33422624936679 0, 103.961230538093 1.33428631485856 0, 103.961322197751 1.3344225974578 0, 103.961377130925 1.33450964849415 0, 103.961431911684 1.33460319285797 0, 103.96145929308 1.33464995599608 0, 103.961678297957 1.33499710204901 0, 103.961697079724 1.33503492149234 0, 103.961722547769 1.33509251898684 0, 103.961735567636 1.33508867476302 0, 103.961982125039 1.33548843512724 0, 103.962156941899 1.33537149187508 0, 103.962172950207 1.33529564216924 0))",kml_108,MRT,EXPO,DT35,EXPO,博览,Downtown Line,滨海市区线,204827,264911,469738
61,DT35,9818,195009,227640,37271,19.862395599918518,0.16372781584958707,"POLYGON Z ((103.962266567618 1.33592634850022 0, 103.962404814484 1.33583246839657 0, 103.96234491211 1.33574311152947 0, 103.962336268311 1.33574897225339 0, 103.962335270836 1.33574747106477 0, 103.962314407115 1.33576163447944 0, 103.962315413576 1.33576313566759 0, 103.962227744614 1.33582266541909 0, 103.962226738154 1.33582117327451 0, 103.962205353287 1.33583568941714 0, 103.962173245402 1.33578778704343 0, 103.962530893769 1.33554491975806 0, 103.962468322481 1.33545158384088 0, 103.963218149232 1.33494242433516 0, 103.96300581303 1.33462568274482 0, 103.962945180686 1.33466685252928 0, 103.962923272202 1.33463417004023 0, 103.962774602551 1.33473512283034 0, 103.962824404364 1.33480941354905 0, 103.962342544244 1.33513661920618 0, 103.962342512792 1.33513657308536 0, 103.962169397161 1.33487832439736 0, 103.962167905612 1.33487933736171 0, 103.962086633971 1.33475808475428 0, 103.962083650873 1.33476011068288 0, 103.962074610706 1.33474662711793 0, 103.962145558116 1.33469844800238 0, 103.962013586073 1.33450157529109 0, 103.962022400588 1.33449559699253 0, 103.962018383735 1.33448959223862 0, 103.961819064282 1.33462494053651 0, 103.961821077201 1.33462794291341 0, 103.961787795891 1.33465053563214 0, 103.961775866286 1.33471234941989 0, 103.961900497154 1.33473671542971 0, 103.961903992804 1.33474192437242 0, 103.961901009706 1.33474395030083 0, 103.962042174688 1.33495452362137 0, 103.961976708136 1.3349965437392 0, 103.962027273991 1.33507635104534 0, 103.962093387495 1.33503415906314 0, 103.962218485993 1.33522077575628 0, 103.962218754682 1.33522117547021 0, 103.962275889272 1.33530640769237 0, 103.961977435653 1.3355090729208 0, 103.961936845704 1.3354667780357 0, 103.961918426248 1.33548468537805 0, 103.961853547033 1.33541708771398 0, 103.961766337644 1.33550187626269 0, 103.961825144773 1.33561084882172 0, 103.961774953232 1.33564492783167 0, 103.962059377118 1.33606922153563 0, 103.962267565093 1.33592784968886 0, 103.962266567618 1.33592634850022 0))",kml_174,MRT,EXPO,DT35,EXPO,博览,Downtown Line,滨海市区线,204827,264911,469738
62,EW28,259340,116154,169250,224848,0.4478830878383589,1.328496307237814,"POLYGON Z ((103.696898885538 1.33750009320715 0, 103.696792071503 1.33750008361205 0, 103.696739328968 1.33750007884998 0, 103.696739328208 1.33751382424713 0, 103.696740451403 1.3375138252144 0, 103.69674044756 1.33755082175697 0, 103.696701276813 1.33755081865842 0, 103.696701276333 1.33755949148943 0, 103.696688869971 1.33755949079433 0, 103.696688869296 1.33757169877616 0, 103.696639583504 1.3375716951098 0, 103.696637864563 1.33757177007549 0, 103.696636158192 1.33757199607033 0, 103.696634478771 1.33757237038204 0, 103.69663283708 1.33757289120251 0, 103.696631247498 1.33757355401069 0, 103.696629721706 1.33757435338113 0, 103.696628270487 1.33757528298386 0, 103.696626904623 1.33757633739331 0, 103.696625636696 1.33757750756658 0, 103.696624473894 1.33757878446046 0, 103.696623426102 1.33758015812751 0, 103.696622501407 1.33758161862021 0, 103.696621706999 1.33758315418226 0, 103.696621048269 1.3375847539616 0, 103.696620530609 1.33758640529747 0, 103.696620158513 1.33758809643345 0, 103.696619933779 1.33758981289981 0, 103.696619858205 1.33759154384433 0, 103.69661985782 1.33759850743124 0, 103.696619932304 1.33760023657544 0, 103.696620156848 1.33760195397134 0, 103.696620529655 1.33760364424472 0, 103.696621046233 1.33760529654293 0, 103.696621704786 1.33760689639613 0, 103.696622499025 1.33760843204723 0, 103.696623423558 1.33760989264359 0, 103.696624471198 1.33761126733247 0, 103.69662563296 1.33761254435664 0, 103.696626901656 1.33761371376775 0, 103.696628266505 1.33761476833029 0, 103.696629717621 1.33761569900006 0, 103.696631244223 1.3376164985416 0, 103.696632833732 1.337617161528 0, 103.696634474466 1.33761768253244 0, 103.696636154745 1.33761805793683 0, 103.696637860192 1.33761828412292 0, 103.696639579125 1.33761836018568 0, 103.696667479287 1.33761836265375 0, 103.696688864918 1.33761836385213 0, 103.696688863344 1.33763057273825 0, 103.696701269706 1.33763057433774 0, 103.696701269226 1.33763924626439 0, 103.696740439975 1.33763924936309 0, 103.696740437031 1.3376762477144 0, 103.696739313836 1.33767624765149 0, 103.696739312177 1.33768999395293 0, 103.696792054716 1.33768999871543 0, 103.69689886786 1.33769000831132 0, 103.696981473908 1.33769001564474 0, 103.696981474232 1.3376841291528 0, 103.697188591383 1.33768414795985 0, 103.697188591059 1.33769003445184 0, 103.6972061129 1.33769003633438 0, 103.697206113225 1.33768414984239 0, 103.697413230378 1.33768416863036 0, 103.697413230054 1.33769005512239 0, 103.697430751895 1.33769005700334 0, 103.697430752219 1.33768417051129 0, 103.697637870273 1.33768418837587 0, 103.697637869051 1.3376900748679 0, 103.697655391791 1.33769007674727 0, 103.697655392114 1.33768419025518 0, 103.697862509271 1.33768420900498 0, 103.697862508948 1.33769009549713 0, 103.69788003079 1.33769009737483 0, 103.697880031113 1.33768421088268 0, 103.698087148272 1.33768422870905 0, 103.698087147949 1.33769011520126 0, 103.698104669791 1.33769011707735 0, 103.698104671443 1.33767637077512 0, 103.698103548248 1.33767637071283 0, 103.698103551172 1.3376393723594 0, 103.698142721923 1.33763937633996 0, 103.698142723296 1.33763070441284 0, 103.698155129659 1.33763070510058 0, 103.698155130327 1.33761849621366 0, 103.698193633451 1.33761850015634 0, 103.698195353291 1.33761842428523 0, 103.698197058763 1.33761819828925 0, 103.698198739083 1.33761782307213 0, 103.698200379874 1.33761730315489 0, 103.698201969456 1.33761664034564 0, 103.698203496147 1.33761584097422 0, 103.698204947365 1.33761491046614 0, 103.69820631233 1.33761385605568 0, 103.698207581155 1.33761268678592 0, 103.698208743057 1.33761140989116 0, 103.698209790849 1.33761003622334 0, 103.698210715543 1.33760857572994 0, 103.69821150995 1.33760703926292 0, 103.698212168679 1.33760543948304 0, 103.698212686338 1.33760378814671 0, 103.698213059331 1.33760209701044 0, 103.698213284064 1.33760038054382 0, 103.698213358739 1.33759865050345 0, 103.69821335912 1.33759168691607 0, 103.698213284634 1.33758995686745 0, 103.698213060089 1.33758823947156 0, 103.69821268818 1.33758654919838 0, 103.698212170702 1.33758489690033 0, 103.698211512148 1.33758329704747 0, 103.698210717908 1.33758176139679 0, 103.698209793374 1.33758030080094 0, 103.698208746631 1.33757892701706 0, 103.69820758397 1.33757764999351 0, 103.698206315273 1.33757647967878 0, 103.698204950424 1.33757542511706 0, 103.698203499307 1.33757449444815 0, 103.698201973603 1.33757369490761 0, 103.698200383195 1.33757303192214 0, 103.69819874246 1.33757251091871 0, 103.698197063079 1.3375721364198 0, 103.698195356734 1.33757191023474 0, 103.698193637801 1.33757183507744 0, 103.698165737638 1.33757183262688 0, 103.698155134677 1.33757183113483 0, 103.698155135345 1.3375596222479 0, 103.698142728983 1.33755962156021 0, 103.698142730356 1.33755094872872 0, 103.698103558708 1.33755094474828 0, 103.69810356253 1.33751394729923 0, 103.698104685725 1.33751394736151 0, 103.698104686478 1.33750020105922 0, 103.698087164637 1.33750020008763 0, 103.698087164314 1.33750608657983 0, 103.697880047171 1.33750606785064 0, 103.697880047494 1.33750018135848 0, 103.697862525653 1.33750017948091 0, 103.69786252533 1.33750606597307 0, 103.697655408188 1.3375060472248 0, 103.697655408512 1.33750016073268 0, 103.697637886671 1.33750015975787 0, 103.697637886348 1.33750604624997 0, 103.697430768309 1.33750602748257 0, 103.697430768633 1.33750014099053 0, 103.697413246793 1.33750013910972 0, 103.697413246469 1.33750602560177 0, 103.697206129331 1.33750600681534 0, 103.697206129656 1.33750012032336 0, 103.697188607815 1.33750011934531 0, 103.697188607491 1.33750600583729 0, 103.696981490355 1.3375059870318 0, 103.69698149068 1.33750010053986 0, 103.696898885538 1.33750009320715 0))",kml_61,MRT,PIONEER,EW28,PIONEER,先驱,East-West Line,东西线,375494,394098,769592
63,NS8,173789,62348,98942,162818,0.3587568833470473,1.6455903458591903,"POLYGON Z ((103.774459633215 1.43282684663131 0, 103.774460068305 1.43267935402878 0, 103.774901664272 1.43267948297095 0, 103.774901757032 1.43260043257488 0, 103.774901072393 1.43241954270867 0, 103.774348784103 1.43241952847144 0, 103.774348801534 1.43244068062559 0, 103.774222961569 1.43244062310102 0, 103.774222962111 1.43241948813029 0, 103.773331063811 1.43241946480631 0, 103.77317783481 1.43241570765638 0, 103.773167546803 1.43241600582449 0, 103.773137544535 1.43241681624557 0, 103.773132878471 1.43267947306833 0, 103.77395748477 1.43267953179932 0, 103.773957004721 1.43282690592766 0, 103.774459633215 1.43282684663131 0))",kml_63,MRT,MARSILING,NS8,MARSILING,马西岭,North-South Line ,南北线,236137,261760,497897
64,TE28,29413,10957,14513,36806,0.37252235406112943,2.5360711086612002,"POLYGON Z ((103.931778577039 1.31076322731317 0, 103.931811398648 1.31065754482285 0, 103.931665391879 1.31061161164886 0, 103.931667000077 1.31060643229621 0, 103.931365864389 1.31051169583131 0, 103.931382905004 1.31045682743291 0, 103.931333729223 1.31036232339446 0, 103.931283186654 1.31026519223277 0, 103.93129295062 1.31022795378126 0, 103.931305302018 1.31018084229267 0, 103.931276370238 1.310171740109 0, 103.931248981619 1.31017176469972 0, 103.931242949609 1.310170162405 0, 103.93120686715 1.31016003585794 0, 103.931202253952 1.31015858453603 0, 103.931194406849 1.31015628504834 0, 103.931155354637 1.31014474328851 0, 103.931131962483 1.31013771820818 0, 103.931124165698 1.31013538525683 0, 103.931116377897 1.31013301613058 0, 103.931108590095 1.31013064700429 0, 103.931108582908 1.31013066961367 0, 103.931077908836 1.31012131517861 0, 103.931077915125 1.31012129347365 0, 103.931066869153 1.31011793329284 0, 103.931045072831 1.31011121291947 0, 103.931015668417 1.31010209899446 0, 103.930958547971 1.31008417946507 0, 103.930966402991 1.31005888592123 0, 103.931103052132 1.31010187580439 0, 103.931104070059 1.31009859744706 0, 103.931250728244 1.31014473592207 0, 103.931277419848 1.31005879050512 0, 103.930607356932 1.30984798885884 0, 103.930580664407 1.3099339351747 0, 103.930598427105 1.30993952344691 0, 103.930592355476 1.30995907421247 0, 103.93050566079 1.30993180018749 0, 103.930502456968 1.30994211457737 0, 103.929169683397 1.30952282555159 0, 103.929172887224 1.30951251025869 0, 103.929100417635 1.30948971132986 0, 103.929097213807 1.3095000266227 0, 103.9287982142 1.3094059607849 0, 103.92877873408 1.30936852540536 0, 103.928872344297 1.30883520872934 0, 103.928878158524 1.30882807398299 0, 103.928930833459 1.30852798336197 0, 103.928907328215 1.30852380339092 0, 103.928910770664 1.30850312498805 0, 103.928832545386 1.30849012143043 0, 103.928690909184 1.30929704968815 0, 103.928670847149 1.30941134933826 0, 103.928662174442 1.30946075685555 0, 103.928695969201 1.30947138906779 0, 103.928703849302 1.30946723592905 0, 103.92874248639 1.30947939090334 0, 103.928713470443 1.30957281999625 0, 103.928705465362 1.30959859556614 0, 103.928692509505 1.30965391868896 0, 103.928619004101 1.30963673136114 0, 103.928565223781 1.3096241564351 0, 103.928560159491 1.30964589390926 0, 103.928540247316 1.30973136696706 0, 103.928594646748 1.30974420775265 0, 103.928586730943 1.30977850242278 0, 103.928770374979 1.3098220667198 0, 103.928770525012 1.30982142823343 0, 103.928776648666 1.30982287407595 0, 103.928785457499 1.30978525583545 0, 103.928985317758 1.30983248578422 0, 103.929182552446 1.30987909542411 0, 103.929215427165 1.30977324203323 0, 103.929705667835 1.30992747134025 0, 103.92964910495 1.31010960237853 0, 103.929679699955 1.31011922723932 0, 103.929678225621 1.31012397520445 0, 103.929985428278 1.31022062075774 0, 103.929986881945 1.31021586646274 0, 103.930176288131 1.3102754539393 0, 103.930163018227 1.31031818110568 0, 103.930457613251 1.31041086054984 0, 103.930539523652 1.31014711603978 0, 103.93056805977 1.31005523069765 0, 103.931167742195 1.31024216173195 0, 103.931218190405 1.31033911112302 0, 103.931272220497 1.31044294348161 0, 103.931223975431 1.31059828788048 0, 103.931629872265 1.31072598246335 0, 103.931632570264 1.31071729323335 0, 103.931778577039 1.31076322731317 0))",kml_178,MRT,SIGLAP,TE28,SIGLAP,实乞纳,Thomson-East Coast Line,汤申-东海岸线,40370,51319,91689
65,SE5,20356,16340,13277,22079,0.8027117311849086,1.6629509678391203,"POLYGON Z ((103.897638286597 1.38368110543713 0, 103.897252471248 1.38406525793975 0, 103.897346965303 1.38416187396593 0, 103.897732780648 1.38377757946304 0, 103.897638286597 1.38368110543713 0))",kml_96,LRT,RANGGUNG,SE5,RANGGUNG,兰岗,Sengkang LRT,盛港轻轨线,36696,35356,72052
66,CC8,56922,41734,53063,62965,0.7331787358139208,1.186608371181426,"POLYGON Z ((103.887726323644 1.30829885785225 0, 103.888772627764 1.30847709677037 0, 103.888745898562 1.30863604120184 0, 103.888874359908 1.30865792395918 0, 103.888957562627 1.30877578700018 0, 103.889147120963 1.30880807851625 0, 103.889156683608 1.30882163562743 0, 103.889376311963 1.30885904515406 0, 103.88938680831 1.30879662750248 0, 103.889368288273 1.30879347168751 0, 103.889403421342 1.30858455189064 0, 103.889430000481 1.30858908034908 0, 103.889468763195 1.3083585796242 0, 103.888571296847 1.3082056960809 0, 103.88859615193 1.30805790069536 0, 103.888515531257 1.30804416699532 0, 103.888516243713 1.30803993093707 0, 103.888273936916 1.30799865386431 0, 103.888248371156 1.30815068621 0, 103.888083362184 1.30812257676894 0, 103.88808723083 1.30809956875111 0, 103.88805634764 1.30805285177649 0, 103.887907898967 1.30802756357669 0, 103.88789503657 1.30800032078699 0, 103.887904286827 1.30794531624151 0, 103.887816578392 1.30793037534723 0, 103.887817236943 1.30792645491346 0, 103.887764967349 1.30791754444863 0, 103.887753303002 1.30798690763896 0, 103.887764222219 1.30807349305078 0, 103.887726323644 1.30829885785225 0))",kml_139,MRT,DAKOTA,CC8,DAKOTA,达科达,Circle Line,环线,98656,116028,214684
67,TE27,44852,22085,21648,48327,0.49239721751538396,2.23240022172949,"POLYGON Z ((103.912837884854 1.3065844022714 0, 103.912987155249 1.30662120421873 0, 103.913150878881 1.30666156979281 0, 103.913153540929 1.3066506305223 0, 103.913271499437 1.30667971199435 0, 103.913322051384 1.30647200874273 0, 103.913347629811 1.30645639588967 0, 103.914645930037 1.30677648608393 0, 103.914644326344 1.30678307442674 0, 103.914703934595 1.30679777020541 0, 103.914705538288 1.30679118276695 0, 103.914860973693 1.30682950463434 0, 103.914857134712 1.30684527686496 0, 103.914789893246 1.30682869845369 0, 103.914771879772 1.30690269770787 0, 103.915346211053 1.30704429685054 0, 103.915441274449 1.30706773393057 0, 103.91545928431 1.30699373467293 0, 103.91538117393 1.30697447610137 0, 103.915385012908 1.30695870477452 0, 103.916461541493 1.30722411801212 0, 103.916458880358 1.30723505366774 0, 103.916647392479 1.30728153077519 0, 103.916641612911 1.30730527775253 0, 103.916629410548 1.30730226934157 0, 103.916607176326 1.3073936216788 0, 103.917122967898 1.30752078780137 0, 103.917145201204 1.30742943455646 0, 103.91679696121 1.30734357779347 0, 103.916859532895 1.3070864858761 0, 103.916928480732 1.30710347927608 0, 103.916983824575 1.30687608780944 0, 103.916925263128 1.30686164798607 0, 103.916944829012 1.30678117071059 0, 103.916782601419 1.30674118065065 0, 103.91676122071 1.3068290448293 0, 103.916805726978 1.30684003226575 0, 103.916776878563 1.30695856547898 0, 103.916775132672 1.30695813506019 0, 103.916752225537 1.30705225477409 0, 103.916570258498 1.30700739174459 0, 103.916624464069 1.3067846749782 0, 103.916608754653 1.30678080120784 0, 103.916615174797 1.3067544234149 0, 103.916507812902 1.30672798158837 0, 103.916501404437 1.30675433496291 0, 103.916207292529 1.30668182290689 0, 103.916150425786 1.30691547622641 0, 103.915539941194 1.30676496324202 0, 103.915560678673 1.30667975973064 0, 103.915342492777 1.30662596720838 0, 103.915364101736 1.30653718238881 0, 103.915317298832 1.30649964378379 0, 103.915266231336 1.30648704043715 0, 103.915268027291 1.30647966167374 0, 103.914659677808 1.30632968739433 0, 103.914626595009 1.30646575905513 0, 103.914635495182 1.30646795365639 0, 103.914585768101 1.3066722682497 0, 103.913368078957 1.30637205154672 0, 103.91335637208 1.30635262347292 0, 103.913413248037 1.30611821234328 0, 103.913401414611 1.30601818826983 0, 103.913419259672 1.30601604978152 0, 103.913381378514 1.30569586096664 0, 103.913235049928 1.30571339764907 0, 103.913276697882 1.30606542176377 0, 103.913282052299 1.30606479215513 0, 103.913294873487 1.30617316257193 0, 103.913227055519 1.30645180829539 0, 103.913165527074 1.30643663865509 0, 103.913145217167 1.30652008586337 0, 103.913110644425 1.30651156243443 0, 103.913108052454 1.30652221230624 0, 103.912968512499 1.3064878093329 0, 103.912978373669 1.30644729351663 0, 103.912891548251 1.30642588727861 0, 103.912886944694 1.30644480219582 0, 103.912837884854 1.3065844022714 0))",kml_114,MRT,MARINE TERRACE,TE27,MARINE TERRACE,马林台,Thomson-East Coast Line,汤申-东海岸线,66937,69975,136912
